,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,5,11,12,13,20,32,0,10,21,0,2,14
layer_1,7,20,0,12,0,15,5,44,4,8,2,7
layer_2,16,0,48,0,2,146,9,0,9,17,9,0
layer_3,54,1,13,3,13,9,7,69,2,4,0,2
layer_4,12,17,8,1,5,7,13,6,33,46,14,19
layer_5,7,1,1,2,11,32,11,6,3,7,2,5
layer_6,1,1,4,9,24,0,4,3,18,2,10,0
layer_7,10,14,9,2,1,20,14,0,6,17,2,1
layer_8,16,4,33,5,4,9,7,17,14,8,9,12
layer_9,9,3,8,13,25,11,24,6,3,2,4,8
layer_10,4,35,6,14,15,17,10,9,17,7,10,6
layer_11,17,5,2,11,8,16,6,10,3,12,6,5
