,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.2858596,0.29430255,0.23855977,0.26921386,0.3501002,0.37284705,0.49819547,0.47349775,0.47064248,0.48394433,0.49285406,0.5362947,0.557443,0.47077405,0.4695768,0.47406444
layer_1,0.26943165,0.21550608,0.27560127,0.2809487,0.36950052,0.5072155,0.49777755,0.51744133,0.42571318,0.49841905,0.55058724,0.5101283,0.46672863,0.5112544,0.4296096,0.45090616
layer_2,0.21694618,0.22668926,0.35499302,0.3491225,0.5135373,0.4075965,0.5095952,0.6228101,0.45369726,0.5028409,0.4810334,0.5150346,0.5454492,0.44754648,0.41386816,0.44591945
layer_3,0.2004123,0.29264164,0.3703367,0.37106377,0.45489463,0.5469073,0.45377672,0.5391261,0.5340007,0.4278475,0.45925552,0.43544698,0.4340437,0.4334684,0.45807981,0.4021785
layer_4,0.14000979,0.3311888,0.48901013,0.5187546,0.69431406,0.5742127,0.69704497,0.5326626,0.4747528,0.50843525,0.56648725,0.44368315,0.4305921,0.45806143,0.47960606,0.48958027
layer_5,0.2715969,0.26988035,0.53118503,0.53535384,0.5901369,0.6564685,0.50398815,0.49604127,0.5249671,0.51568973,0.483177,0.47278866,0.47011188,0.47602367,0.471306,0.5312388
layer_6,0.5268657,0.37224016,0.63889563,0.7199499,0.63548875,0.5632764,0.69045335,0.48651943,0.4893345,0.47396457,0.4713032,0.47953779,0.4862684,0.4701663,0.47155687,0.48426074
layer_7,0.13624848,0.30277598,0.56682754,0.50002,0.7144154,0.94258875,0.69399863,0.5801119,0.62229884,0.5679534,0.52077377,0.5197944,0.49371788,0.47158632,0.47100955,0.47980943
layer_8,0.13692759,0.37704697,0.5671567,0.88989675,0.6190626,0.6596273,0.46567214,0.5084568,0.56783247,0.47989315,0.483078,0.4811399,0.47137523,0.47126985,0.4703721,0.47489816
layer_9,0.16048738,0.48057336,0.62960714,0.77459496,0.6418913,0.56799096,0.59218836,0.49298206,0.48696795,0.46755677,0.47092825,0.47255892,0.4969189,0.48608035,0.4714997,0.47124806
layer_10,0.7688835,0.63073117,0.49497,0.76185733,0.58969104,0.5270275,0.62790793,0.49299848,0.47405624,0.47867665,0.47213113,0.48243916,0.47476333,0.4728461,0.4714171,0.4742578
layer_11,0.4436322,0.5968267,0.76064587,0.6435729,0.47269657,0.6147484,0.48199522,0.4733943,0.4769775,0.47261393,0.4718441,0.47105497,0.4710095,0.47072193,0.47126043,0.4713228
layer_12,0.38642225,0.6180689,0.7237696,0.6751829,0.50960296,0.5280808,0.5191696,0.54300076,0.46859285,0.48605055,0.47229284,0.47467646,0.47133112,0.47100955,0.47100735,0.47054705
layer_13,0.5722651,0.5578405,0.5828621,0.6282961,0.5033765,0.4904327,0.46238,0.48509485,0.4717142,0.47477278,0.48289698,0.47134298,0.47103965,0.4715275,0.46983135,0.47100955
layer_14,0.3623325,0.8202236,0.5307031,0.59316266,0.53348607,0.5471668,0.48328403,0.47022107,0.54146403,0.48158184,0.47025812,0.47099227,0.466844,0.4732359,0.4712884,0.47287628
layer_15,0.40672332,0.9724018,0.64666504,0.5995114,0.4944774,0.47488123,0.62152785,0.4807125,0.47549018,0.4740972,0.49941197,0.47739995,0.47219363,0.46406257,0.47100955,0.47409317
layer_16,0.15913065,0.48948205,0.48147148,0.58105296,0.49665928,0.60120463,0.4722865,0.47089168,0.4610094,0.4703635,0.47203156,0.47098652,0.47095287,0.47424012,0.47100955,0.47204724
layer_17,0.27467442,0.41666672,0.65777135,0.7013048,0.58160967,0.49322248,0.57718337,0.59236515,0.47563753,0.47582948,0.47449556,0.45879716,0.47045782,0.4665765,0.4710107,0.4707769
layer_18,1.0,0.49058023,0.635795,0.53719676,0.5851417,0.5220206,0.48321465,0.48511443,0.47681373,0.47165334,0.47194925,0.4731854,0.47096834,0.47122028,0.5027574,0.47101817
layer_19,0.4681772,0.8077382,0.676357,0.5817998,0.477837,0.67558974,0.6892373,0.4774941,0.4833305,0.48229027,0.46893898,0.47337368,0.47408924,0.47100955,0.47133765,0.50929165
layer_20,0.23043956,0.3395431,0.66416055,0.4867366,0.51595944,0.5591857,0.48352852,0.5787987,0.4955346,0.470514,0.50500745,0.47180605,0.48859638,0.4909821,0.4713719,0.47136116
layer_21,0.38098252,0.22563647,0.77549654,0.75835866,0.49723643,0.5825553,0.6413873,0.47734544,0.55866647,0.4821191,0.48085797,0.46905038,0.47353375,0.46999502,0.5718857,0.56755465
layer_22,0.30151138,0.4452823,0.43847764,0.5973718,0.7343867,0.7190258,0.74227136,0.51716244,0.4776183,0.5345994,0.47642648,0.48026994,0.48596498,0.4704032,0.48205262,0.57941943
layer_23,0.3874387,0.42085892,0.3900907,0.45109707,0.62953913,0.6157547,0.57175756,0.7201854,0.53837717,0.56472254,0.5261759,0.4933687,0.5210762,0.48954478,0.49183464,0.50514144
