,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10,19,151,278,11,28,12,12,139,18,306,143
layer_1,26,129,11,0,28,4,1,11,0,0,39,8
layer_2,311,16,0,0,26,2,9,6,0,311,10,37
layer_3,7,0,2,142,13,268,0,0,5,212,26,122
layer_4,3,2,0,5,5,94,1,13,0,0,10,91
layer_5,145,1,0,0,0,0,1,0,0,308,160,3
layer_6,0,0,21,23,17,4,135,0,0,277,0,312
layer_7,29,62,154,0,308,56,3,0,18,212,177,16
layer_8,13,0,34,0,2,46,8,1,0,31,1,2
layer_9,0,0,4,0,0,0,0,32,10,20,0,0
layer_10,16,0,39,0,0,0,0,0,0,3,3,0
layer_11,0,2,19,0,0,5,0,0,32,42,1,0
