,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,139,47,213,344,160,148,215,219,899,184,400,598
layer_1,12,67,5,0,2,29,0,19,0,0,7,10
layer_2,332,26,0,0,20,0,11,13,0,332,5,11
layer_3,3,5,1,151,26,233,0,0,4,58,15,158
layer_4,9,4,0,0,3,68,4,9,3,2,3,20
layer_5,107,0,0,0,0,0,0,0,0,307,117,0
layer_6,0,0,0,1,23,0,25,0,0,353,0,325
layer_7,56,2,97,0,322,86,0,0,9,162,186,5
layer_8,0,0,1,0,0,3,6,4,0,86,5,2
layer_9,0,0,4,0,0,6,0,11,33,3,1,0
layer_10,11,0,100,0,0,0,0,0,2,0,8,2
layer_11,0,4,144,0,0,13,0,1,228,153,1,0
