,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,537,23,1907,0,0,0,1,3,1,0,9,198,0,0,0,1,0,22,0,0,0,36,0,70,40,432,24,125,0,0,0,0
layer_1,6,297,0,2,0,52,64,0,0,0,0,0,264,0,0,0,15,0,31,0,1,0,0,0,0,0,0,0,0,0,8,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
layer_4,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,4
layer_5,0,0,0,19,0,0,0,0,0,0,0,0,0,36,4,0,1,0,16,0,0,0,0,0,0,0,0,0,0,37,0,0
layer_6,0,24,0,0,5,0,0,0,30,0,922,24,23,2,0,0,126,2,0,1,6,0,0,0,0,71,0,0,0,2,4,0
layer_7,0,0,123,0,0,3,0,0,1,0,2,2,9,2,0,0,1,6,0,74,1,0,0,0,1,0,0,1,0,0,0,1
layer_8,0,0,0,0,128,10,0,0,0,0,0,0,0,0,0,3,0,17,3,1,0,4,155,0,0,0,0,0,0,1,0,3
layer_9,0,7,1,6,0,0,0,0,7,209,10,703,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,9,0,0
layer_10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,118,0,2,9,3,0,31,0,1,4,29,0,0,0,2,0
layer_11,23,1,5,1,1,0,0,0,0,3,0,0,0,0,0,1,459,87,2,243,0,0,0,0,1,0,3,0,0,0,0,168
layer_12,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,12,53,26,0,0,0,11,3,15,5,0,2,0,4,0
layer_13,0,0,17,3,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,1,0,0,38,0,148,0,0,0,0,21,0,66
layer_14,0,0,1,0,0,1,0,0,258,25,4,290,4,0,2,2,1,0,0,0,0,0,0,0,0,134,1097,0,0,0,0,0
layer_15,3,0,0,0,123,160,144,290,49,7,0,6,7,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,117
layer_16,0,0,0,0,2,0,1,0,0,88,4,243,1,0,6,0,0,4,106,0,0,0,197,0,0,1,0,1,1,138,0,44
layer_17,1,0,0,89,196,35,0,16,0,0,1,129,0,45,0,2,0,0,0,1,6,0,0,1,0,0,0,0,0,1,19,0
layer_18,1,0,6,0,0,0,1,2,1,0,0,1,1,5,5,6,0,0,0,0,0,0,0,2,0,1,12,1,0,0,0,0
layer_19,0,0,0,0,0,0,0,0,182,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,2,34,0,2
layer_21,1,0,0,0,575,12,2,20,0,2,34,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
layer_22,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,6,2,1,0,0,0,0,0,10,0,0,1,0,0,0,0
layer_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,5,1
layer_24,0,122,0,0,0,0,0,0,1,0,3,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
layer_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,13,0,8,12,0,0,0,0,0,0,4,16
layer_26,1,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
layer_27,0,0,0,0,0,0,0,0,3,0,0,1,0,0,18,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,0
layer_28,3,0,0,0,4,2,0,0,0,19,10,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,46,0,0,0,0,0
layer_29,1,8,10,0,25,2,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,13
layer_30,0,1,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7,11,0,0,0,6,10,5,0,1,5,0,0,0,0
layer_31,14,4,0,0,0,0,14,13,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,16,0,13,0,19,0,0,0
