,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,59,91,41,127,97,71,73,67,355,53,174,194
layer_1,7,46,2,0,4,75,0,14,1,0,27,10
layer_2,121,11,0,1,26,1,4,6,1,129,4,37
layer_3,9,2,0,179,23,29,0,0,2,69,8,125
layer_4,24,6,0,0,19,105,0,3,5,3,6,28
layer_5,136,0,0,0,0,1,1,0,0,136,35,2
layer_6,0,0,0,0,55,0,29,0,0,157,1,116
layer_7,2,8,95,0,132,79,0,0,17,31,181,4
layer_8,0,0,7,0,0,2,2,2,0,116,1,0
layer_9,0,0,9,0,0,2,0,13,7,3,0,0
layer_10,13,0,127,0,0,0,0,0,0,0,8,1
layer_11,0,2,45,0,0,17,0,0,18,32,0,0
