,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,241.0,2.0,21.0,6.0,1.0,0.0,2.0,133.0,66.0,30.0,58.0,2.0
layer_1,40.0,43.0,2.0,61.0,34.0,0.0,6.0,29.0,0.0,168.0,0.0,0.0
layer_2,1.0,1.0,1.0,0.0,6.0,0.0,57.0,0.0,0.0,143.0,0.0,12.0
layer_3,0.0,0.0,60.0,0.0,115.0,0.0,6.0,0.0,0.0,0.0,21.0,149.0
layer_4,0.0,220.0,0.0,2.0,0.0,0.0,66.0,0.0,0.0,2.0,0.0,1.0
layer_5,39.0,26.0,1.0,10.0,77.0,12.0,0.0,104.0,1.0,3.0,0.0,2.0
layer_6,0.0,4.0,7.0,89.0,0.0,0.0,2.0,0.0,4.0,23.0,96.0,195.0
layer_7,16.0,16.0,207.0,210.0,10.0,2.0,10.0,2.0,21.0,1.0,4.0,117.0
layer_8,53.0,19.0,11.0,105.0,67.0,112.0,85.0,279.0,256.0,0.0,33.0,27.0
layer_9,0.0,37.0,21.0,171.0,8.0,14.0,12.0,7.0,19.0,1.0,0.0,9.0
layer_10,38.0,17.0,80.0,12.0,4.0,243.0,6.0,17.0,0.0,23.0,76.0,49.0
layer_11,66.0,7.0,1.0,166.0,242.0,99.0,24.0,121.0,83.0,60.0,17.0,153.0
