,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,36,99,170,123,151,139,145,114,146,6,29,155
layer_1,149,89,0,173,0,80,92,252,107,141,37,114
layer_2,81,228,276,9,2,501,116,0,136,100,103,6
layer_3,207,16,88,80,95,117,66,262,6,2,2,89
layer_4,129,33,48,77,203,13,52,37,181,169,141,59
layer_5,75,17,99,4,57,108,178,87,165,47,44,48
layer_6,7,17,15,150,131,9,44,21,121,14,64,37
layer_7,112,122,30,56,24,116,65,21,54,160,77,33
layer_8,60,36,103,28,101,68,131,168,103,24,72,81
layer_9,69,50,157,87,187,86,151,46,49,30,38,115
layer_10,28,182,57,119,53,96,43,47,125,96,130,18
layer_11,134,30,35,61,102,103,60,108,20,49,12,23
