,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,19,16,24,22,20,20,15,18,20,20,20,20,22,7,15,22
layer_1,10,17,30,33,22,15,19,18,16,18,19,23,19,21,10,18
layer_2,21,28,31,31,17,21,27,18,19,13,24,17,29,24,11,15
layer_3,31,33,30,22,28,12,29,15,25,31,31,27,24,8,18,21
layer_4,18,17,19,30,25,26,16,15,21,33,17,27,16,25,20,10
layer_5,21,24,35,12,15,12,14,15,11,13,20,13,13,13,13,14
layer_6,43,13,17,14,15,13,13,11,12,13,14,13,14,13,13,18
layer_7,18,24,18,17,14,19,14,14,25,13,15,13,13,13,13,13
layer_8,18,18,29,17,20,10,15,11,12,16,13,14,13,13,13,13
layer_9,21,26,28,14,34,20,15,13,17,13,13,13,22,12,13,13
layer_10,23,11,13,13,17,13,16,19,13,14,13,16,13,13,13,14
layer_11,16,21,33,15,13,17,25,12,13,13,13,13,13,14,13,14
layer_12,18,20,17,13,14,13,13,14,13,13,13,13,13,13,13,13
layer_13,11,24,20,12,14,12,13,13,12,13,14,13,13,13,13,13
layer_14,14,11,19,14,13,15,16,11,13,12,13,13,13,14,13,13
layer_15,21,20,13,23,12,13,16,11,12,14,13,13,13,14,13,13
layer_16,21,24,13,14,14,16,13,13,13,13,13,13,13,13,13,13
layer_17,18,21,13,14,11,13,19,13,12,13,13,13,12,12,13,13
layer_18,17,19,18,13,17,13,13,14,12,12,13,12,13,13,13,13
layer_19,18,16,16,14,13,20,14,13,13,13,13,13,12,13,13,14
layer_20,19,24,17,13,12,12,11,14,14,13,12,13,12,13,13,13
layer_21,15,19,18,17,14,16,17,13,13,12,13,13,13,13,22,19
layer_22,18,27,25,14,21,18,13,27,13,12,12,13,27,13,12,15
layer_23,29,28,23,26,19,24,19,17,20,21,11,11,11,13,17,11
