,0,1,2,3,4,5,6,7,8,9,10,11
0,0.041553214,0.028469123,0.051245112,0.010201391,0.036697615,0.024431925,0.030431284,0.011768606,0.020113956,0.02669905,0.036602464,0.008298546
1,0.018882964,0.037394803,0.0351877,0.017105065,0.011870745,0.027916327,0.018558405,0.019115794,0.02589435,0.02729778,0.0241994,0.012337051
2,0.011923192,0.018949987,0.008290247,0.018187819,0.022355154,0.008251316,0.017932769,0.01034498,0.008985758,0.010913815,0.010260062,0.010185274
3,0.0056042387,0.011109471,0.014557837,0.0137493145,0.02285687,0.010278367,0.013541418,0.017714942,0.019216882,0.0098100025,0.0067578475,0.041528575
4,0.028972622,0.02926762,0.026882483,0.056399018,0.08017196,0.05235707,0.032301355,0.023545245,0.07847253,0.012023264,0.04747363,0.021486687
5,0.0014319719,0.0014555289,0.0068009254,0.010875861,0.054325167,0.004887598,0.01295601,0.021359721,0.013623236,0.01469801,0.0889662,0.045540847
6,0.0043213135,0.091256104,0.10285089,0.08945831,0.03251156,0.00411361,0.0034857984,0.022565277,0.09686975,0.0033209603,0.020234765,0.0371742
7,0.06417029,0.028133756,0.019454649,0.13090798,0.016071515,0.06977444,0.039889634,0.008294433,0.017457383,0.050604217,0.0048155193,0.012671125
8,0.002668328,0.057891015,0.021223215,0.021251028,0.12895128,0.05241082,0.0027603668,0.036847744,0.18397972,0.046537682,0.06651259,0.1615395
9,0.019981083,0.11950682,0.017168162,0.0262651,0.04154014,0.14432292,0.022527376,0.088045426,0.1254157,0.016590733,0.0067439773,0.0907065
10,0.07218672,0.015642053,0.07329649,0.08383392,0.0978234,0.009147895,0.036044385,0.03296231,0.030662935,0.06626573,0.0028793446,0.09670501
11,0.09957124,0.006569466,0.021097632,0.017749486,0.039067104,0.020703256,0.077308655,0.026850984,0.15746604,0.0057171956,0.048514135,0.03888119
