,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,35,59,42,45,24,54,54,63,30,18,41,27,21,60,57,50
layer_1,63,17,29,15,63,31,14,16,37,33,39,43,54,41,26,16
layer_2,37,18,19,51,14,51,13,65,45,15,19,63,66,59,16,91
layer_3,1,3,1,5,1,57,1,1,1,1,1,2,1,1,1,2
layer_4,1,1,1,1,1,7,1,10,1,1,1,3,1,1,2,3
layer_5,27,1,58,1,1,36,1,1,1,1,1,1,1,1,1,4
layer_6,11,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1
layer_7,1,11,1,1,1,1,1,1,1,1,1,56,1,19,1,5
layer_8,1,1,1,1,1,2,1,1,1,1,1,1,10,1,1,1
layer_9,2,1,1,1,1,6,1,1,1,14,1,1,1,2,1,1
layer_10,1,1,1,1,7,1,1,1,1,1,1,11,1,1,1,1
layer_11,1,2,1,2,17,2,1,2,1,1,1,65,2,2,2,1
layer_12,1,1,1,1,1,1,1,35,1,1,1,2,15,4,1,1
layer_13,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
layer_14,1,1,1,1,1,1,1,1,30,33,1,1,1,1,1,1
layer_15,1,1,1,1,1,1,1,1,1,1,1,1,1,18,2,1
layer_16,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1
layer_17,2,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1
layer_18,1,1,1,1,1,1,2,1,1,5,1,12,1,1,1,1
layer_19,1,1,4,1,24,1,1,1,1,1,1,3,1,1,1,1
layer_20,1,1,1,7,1,1,1,1,1,2,1,7,1,1,53,1
layer_21,2,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1
layer_22,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1
layer_23,1,3,1,1,1,7,1,1,1,1,1,1,1,1,1,1
layer_24,1,1,1,1,1,1,1,7,1,1,1,1,9,2,1,1
layer_25,1,1,1,2,3,1,2,1,2,1,1,1,1,1,1,1
layer_26,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
layer_27,1,1,2,13,1,1,1,2,1,1,1,1,1,1,1,1
