,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,36,31,21,23,5,20,18,6,2,15,3,7,8,6,1,5
layer_1,42,30,25,27,16,11,13,5,9,8,5,9,5,10,4,5
layer_2,23,33,27,21,16,22,15,7,8,6,6,12,14,6,8,6
layer_3,44,19,25,34,21,17,10,6,8,8,6,3,6,6,8,4
layer_4,37,38,21,30,22,22,15,14,12,4,7,8,8,7,5,6
layer_5,26,30,33,27,22,14,8,6,6,6,7,6,9,6,6,6
layer_6,34,47,27,31,18,13,6,9,6,6,6,6,6,6,6,7
layer_7,38,26,17,25,8,34,17,7,9,8,7,6,6,6,6,6
layer_8,49,18,30,37,16,16,9,6,6,18,6,8,6,6,6,7
layer_9,43,19,8,26,10,13,17,6,10,6,6,6,8,8,6,6
layer_10,32,30,10,19,15,7,15,9,6,7,7,6,6,6,9,6
layer_11,27,34,24,15,7,10,13,6,9,6,7,6,6,6,7,6
layer_12,21,30,14,14,6,10,7,8,8,6,9,6,6,6,6,6
layer_13,33,29,13,10,7,6,6,7,8,6,13,6,6,6,6,6
layer_14,26,20,11,10,8,13,7,7,12,6,6,6,6,6,6,6
layer_15,32,33,31,7,8,12,11,7,7,6,7,6,6,7,6,6
layer_16,33,29,7,6,6,15,6,8,6,6,6,6,7,7,6,6
layer_17,17,21,23,16,8,8,6,9,9,6,6,6,6,7,6,6
layer_18,38,20,8,19,7,8,6,6,8,6,6,6,6,6,6,6
layer_19,4,28,12,13,9,13,8,6,7,6,6,6,10,6,6,6
layer_20,7,13,20,8,23,9,6,8,7,6,6,6,6,6,6,6
layer_21,3,17,14,5,7,6,8,9,11,5,7,6,6,6,4,5
layer_22,4,10,17,13,7,7,11,4,6,8,6,6,7,6,6,2
layer_23,3,0,11,3,5,8,7,2,3,0,11,9,6,6,7,5
