,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,14,18,137,1,0,9,54,86,20,37,59,40,4,43,97,0
layer_1,6,2,25,0,87,22,13,94,9,0,0,8,0,1,19,4
layer_2,39,29,64,14,40,23,91,26,102,8,43,25,34,21,9,10
layer_3,11,6,1,1,0,10,0,0,51,37,31,30,69,43,77,61
layer_4,10,10,88,2,0,0,4,0,41,6,2,4,15,9,10,58
layer_5,0,0,0,49,42,0,14,0,23,27,0,0,23,14,58,0
layer_6,4,0,11,0,11,15,6,2,1,3,0,22,30,13,62,33
layer_7,0,0,13,5,10,23,7,0,14,29,0,0,46,8,0,25
layer_8,52,0,7,34,0,0,44,1,11,1,1,4,20,4,0,1
layer_9,2,35,0,0,1,3,0,9,0,1,1,8,2,16,0,2
layer_10,23,8,5,2,140,17,0,5,22,15,23,0,4,1,10,5
layer_11,10,7,0,6,52,35,4,29,15,1,3,0,8,33,2,0
layer_12,8,14,8,9,52,12,0,4,0,1,0,0,15,0,1,0
layer_13,1,2,0,13,0,0,26,0,3,65,0,6,0,2,50,0
layer_14,0,1,6,19,24,1,21,47,0,0,61,54,0,1,0,2
layer_15,46,89,1,0,0,1,48,25,13,26,0,9,11,0,21,61
layer_16,53,91,2,1,38,11,0,3,1,24,0,0,0,0,3,0
layer_17,0,0,7,8,0,0,15,18,0,0,10,0,11,12,4,3
layer_18,2,8,0,3,1,2,10,13,0,15,0,27,14,28,12,17
layer_19,4,7,15,59,22,9,5,11,1,1,0,0,19,30,11,6
layer_20,106,39,16,12,5,2,2,2,6,5,4,2,2,2,2,5
layer_21,19,20,0,3,6,10,0,11,15,1,12,18,3,4,21,44
layer_22,16,29,73,56,0,6,13,1,74,53,2,8,13,21,53,30
layer_23,6,8,0,1,5,1,8,45,0,1,45,0,12,12,5,0
layer_24,0,0,108,45,37,46,11,24,0,0,2,15,0,0,15,28
layer_25,2,10,4,16,33,58,3,20,9,44,13,1,0,0,27,0
layer_26,0,0,13,28,5,5,32,3,13,68,1,2,0,8,0,1
layer_27,5,1,111,24,21,4,9,14,12,16,0,0,9,0,1,41
layer_28,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
layer_29,0,0,0,0,0,12,8,0,0,0,14,16,25,0,1,3
layer_30,1,0,0,0,0,2,33,0,0,0,27,16,0,0,4,11
layer_31,5,0,0,18,1,3,0,0,9,3,5,0,0,0,24,0
layer_32,0,0,0,0,0,0,0,0,1,13,8,16,0,0,0,0
layer_33,0,0,0,0,12,1,0,9,14,1,5,0,0,2,0,0
layer_34,1,0,0,0,1,19,0,0,1,8,11,8,0,0,0,0
layer_35,0,0,0,5,1,0,0,0,1,0,4,2,0,0,0,0
layer_36,0,1,5,0,0,10,0,0,0,48,0,0,0,0,6,1
layer_37,0,0,0,0,1,12,0,0,0,5,0,0,1,0,0,0
layer_38,0,11,0,0,4,10,0,1,0,4,0,0,0,0,7,0
layer_39,7,0,5,0,1,0,0,10,0,0,0,5,0,8,0,0
layer_40,0,0,22,55,0,0,0,0,0,0,0,0,0,2,0,0
layer_41,7,1,0,0,22,2,0,0,0,0,1,0,0,0,0,0
