,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,308,269,688,8,4,0,908,718,414,609,353,500,108,769,952,0
layer_1,279,8,1,5,300,7,22,20,1,10,0,62,1,0,73,27
layer_2,6,59,116,3,64,339,28,24,57,12,46,64,39,167,25,16
layer_3,11,9,68,2,82,569,0,2,213,101,6,273,94,28,280,259
layer_4,274,44,249,1,217,575,47,18,840,155,356,63,47,17,105,203
layer_5,0,23,0,440,550,191,258,0,19,462,3,3,169,35,166,0
layer_6,108,2,120,14,1241,374,93,24,18,342,32,813,1076,5,247,257
layer_7,7,15,289,415,116,716,15,3,150,466,0,0,231,387,94,181
layer_8,922,7,349,314,58,1,96,160,272,5,83,320,219,52,0,30
layer_9,81,308,2,0,31,62,94,542,223,104,20,273,28,175,3,1
layer_10,110,49,208,121,704,1181,12,116,613,68,191,237,170,9,29,182
layer_11,419,233,10,37,427,250,248,599,231,56,95,4,23,708,5,1
layer_12,116,103,92,390,542,768,4,5,1,28,0,0,310,215,1,1
layer_13,131,320,13,92,0,2,178,0,423,313,124,310,2,15,1137,1
layer_14,158,30,282,164,796,19,367,242,39,13,483,655,97,2,7,386
layer_15,712,587,7,4,135,241,1325,707,198,358,1,150,276,7,532,440
layer_16,910,759,230,50,287,570,19,80,24,900,19,80,0,1,166,0
layer_17,2,28,465,267,0,5,300,147,0,1,106,98,112,136,210,156
layer_18,4,38,63,167,12,113,138,339,6,838,2,969,304,222,161,252
layer_19,229,330,208,650,631,410,148,327,8,70,1,3,132,1116,266,95
layer_20,969,1255,397,272,78,36,129,207,46,168,37,47,81,91,93,357
layer_21,299,67,90,147,80,161,28,183,306,121,267,216,59,105,236,1083
layer_22,159,339,678,719,0,76,222,8,712,1339,148,166,200,255,1345,904
layer_23,85,299,8,3,620,281,459,1340,1,18,238,50,189,168,117,36
layer_24,4,32,1067,762,603,685,325,431,1,1,7,106,0,0,215,668
layer_25,20,39,31,309,832,553,29,240,97,372,216,5,0,0,516,32
layer_26,123,6,67,125,81,40,591,62,27,790,45,32,24,269,47,321
layer_27,459,0,490,116,334,1,163,304,59,236,1,0,67,3,19,318
layer_28,59,51,0,0,8,9,2,42,1,6,10,1,23,1,0,3
layer_29,11,1,0,0,0,114,39,3,0,2,161,148,545,10,8,25
layer_30,10,4,5,1,1,52,218,0,3,2,50,351,0,2,18,144
layer_31,57,66,6,154,224,60,0,2,85,5,60,8,4,1,5,3
layer_32,1,26,0,2,2,0,5,2,131,34,18,49,79,2,0,0
layer_33,2,0,0,0,114,2,1,53,6,163,1,26,0,8,0,0
layer_34,0,1,0,0,16,119,0,0,22,38,14,0,1,0,0,0
layer_35,0,0,0,1,7,0,3,0,18,14,0,7,0,0,1,0
layer_36,8,10,36,1,2,22,1,0,6,1,20,0,2,0,257,1
layer_37,0,0,1,0,40,124,0,2,0,58,3,0,21,1,0,0
layer_38,1,155,0,0,41,188,0,0,1,28,3,0,1,0,167,0
layer_39,37,0,71,0,8,0,0,69,0,0,3,123,0,62,1,2
layer_40,0,0,20,323,0,0,36,0,0,0,47,0,0,5,0,0
layer_41,357,32,0,0,18,2,3,0,0,0,65,0,0,0,0,0
