,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,388,13,579,17,214,9,73,157,59,13,238,1
layer_1,25,395,976,6,50,195,33,2,99,488,116,14
layer_2,2,0,289,1,135,134,0,5,22,610,0,0
layer_3,244,3,3,28,1,0,6,4,7,75,2,1
layer_4,609,257,22,412,79,118,1068,131,160,509,154,57
layer_5,1,1,0,1,0,1,0,0,20,0,808,31
layer_6,1,292,10,91,4,1,3,0,5,227,430,7
layer_7,29,308,0,328,15,19,20,6,0,0,0,1
layer_8,1,5,1,0,695,53,5,7,624,2,502,163
layer_9,0,64,2,22,0,88,77,7,162,2,0,223
layer_10,67,5,1000,62,49,71,10,7,548,996,57,372
layer_11,240,463,275,136,825,107,192,18,543,7,445,641
