,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,189,2,13,6,0,0,2,108,33,16,32,2
layer_1,24,21,2,61,32,0,6,10,0,25,0,0
layer_2,1,1,1,0,2,0,14,0,0,27,0,10
layer_3,0,0,19,0,114,0,6,0,0,0,21,142
layer_4,0,218,0,2,0,0,65,0,0,2,0,1
layer_5,39,26,1,10,77,12,0,66,1,3,0,2
layer_6,0,4,7,24,0,0,2,0,4,23,96,190
layer_7,16,16,200,126,9,2,10,2,21,1,4,115
layer_8,53,19,11,95,67,112,80,266,241,0,33,27
layer_9,0,37,21,14,8,14,4,7,18,1,0,9
layer_10,10,17,80,12,4,125,6,17,0,20,75,48
layer_11,13,1,1,21,80,94,24,120,81,56,11,27
