,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,9,13,10,13,0,18,19,2,3,10,2,14,11,10,0,9
layer_1,4,19,14,17,15,9,8,11,7,4,5,6,3,5,2,4
layer_2,7,10,16,10,15,6,9,12,5,1,2,5,8,3,4,1
layer_3,32,6,35,22,21,7,8,11,10,2,3,5,6,3,2,2
layer_4,21,22,6,19,23,29,41,5,3,4,7,4,5,8,8,5
layer_5,28,15,34,9,15,5,5,4,10,6,6,4,4,4,4,8
layer_6,32,41,21,11,22,4,11,7,4,5,4,4,4,4,4,4
layer_7,20,42,19,20,0,33,8,6,13,8,6,6,4,4,4,4
layer_8,33,0,23,42,10,9,5,15,5,4,4,5,4,4,4,4
layer_9,34,21,1,19,14,4,8,5,4,4,4,4,4,4,4,4
layer_10,32,37,5,18,9,5,12,4,4,4,4,6,4,4,4,4
layer_11,23,10,15,6,4,10,5,4,4,4,4,4,4,4,4,4
layer_12,33,23,14,9,6,6,12,10,4,4,4,4,4,4,4,4
layer_13,28,28,6,9,8,4,4,4,5,4,5,4,4,4,4,4
layer_14,19,7,5,10,6,5,4,4,11,4,4,4,4,4,4,4
layer_15,18,34,7,6,4,4,11,4,4,4,5,4,4,4,4,4
layer_16,37,21,4,7,5,8,4,4,4,4,4,4,4,4,4,4
layer_17,7,27,14,9,8,5,8,14,5,4,4,4,4,4,4,4
layer_18,28,12,8,9,5,12,4,5,5,4,4,4,4,4,7,4
layer_19,18,15,12,9,4,16,11,5,5,4,5,4,4,4,4,4
layer_20,5,26,19,8,6,5,5,7,4,4,6,4,4,4,4,4
layer_21,3,26,7,7,4,6,6,4,4,4,4,4,4,4,11,5
layer_22,3,4,22,2,8,6,6,13,4,4,4,5,8,4,4,2
layer_23,0,2,7,0,5,3,2,0,0,0,5,4,5,4,8,5
