,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,89,2,480,51,93,14,55,1,2,2,158,1
layer_1,27,624,762,52,3,62,533,0,22,613,227,0
layer_2,123,0,0,41,4,416,1,0,264,772,1,0
layer_3,0,0,5,110,91,1,237,1,20,0,81,58
layer_4,656,103,38,41,658,553,918,95,526,790,165,200
layer_5,17,0,10,2,0,8,0,2,6,0,10,111
layer_6,3,6,120,612,1,6,5,0,144,0,116,19
layer_7,10,1,0,408,21,171,4,20,0,0,0,0
layer_8,3,38,30,0,237,125,0,2,71,1,91,131
layer_9,0,376,4,6,0,387,0,5,668,0,6,47
layer_10,14,0,336,294,80,197,20,1,799,38,0,221
layer_11,291,675,472,48,876,18,112,37,907,9,221,80
