,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,65,50,74,52,53,28,14,27,15,33,21,16,81,23,33,40
layer_1,72,80,52,47,40,40,20,25,26,30,21,20,21,37,16,35
layer_2,88,82,51,39,71,13,19,6,27,23,33,29,34,23,25,15
layer_3,117,101,67,85,19,15,39,8,30,26,41,31,43,7,46,17
layer_4,83,37,37,70,55,47,75,8,6,16,10,58,14,21,28,42
layer_5,89,40,70,19,15,6,6,6,7,6,6,6,7,6,6,6
layer_6,42,49,81,35,7,6,23,6,6,6,6,6,7,6,6,6
layer_7,64,55,52,25,8,58,18,6,13,6,6,6,6,6,6,6
layer_8,65,28,51,71,7,22,6,6,6,7,7,6,6,6,6,6
layer_9,83,35,11,40,37,12,9,6,7,6,6,6,6,7,6,6
layer_10,44,82,9,11,8,7,9,6,6,6,6,6,6,6,6,6
layer_11,69,17,31,9,6,22,6,8,6,6,6,6,6,6,6,6
layer_12,53,43,24,12,11,9,6,17,6,7,6,6,6,6,6,6
layer_13,43,30,8,14,7,12,6,6,8,6,8,6,6,6,6,6
layer_14,22,31,7,15,9,6,7,6,6,6,6,6,8,6,6,6
layer_15,103,42,18,13,6,6,16,7,6,6,14,6,6,6,6,6
layer_16,67,37,7,17,8,8,6,6,6,6,6,6,6,6,6,6
layer_17,65,30,22,20,6,6,10,45,6,6,6,6,6,6,6,6
layer_18,39,37,13,38,21,9,7,8,6,6,6,6,6,6,8,6
layer_19,57,20,92,8,7,11,12,6,6,6,6,6,8,6,6,6
layer_20,46,57,35,8,10,6,39,7,6,6,18,6,7,6,6,6
layer_21,49,68,13,6,22,17,8,6,6,6,6,6,6,6,67,8
layer_22,73,38,72,9,33,23,10,74,6,6,6,6,48,6,6,7
layer_23,68,58,38,85,11,44,22,28,12,49,31,40,7,8,18,12
