,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,719,1697,2105,1943,1777,1220,325,0,804,1474,974,1809
layer_1,2767,580,0,92,1971,651,659,787,3764,1527,5,508
layer_2,400,2048,1382,630,601,1153,186,2440,1217,1442,2255,1825
layer_3,402,851,1540,2291,599,793,1028,644,2277,965,619,1320
layer_4,616,2001,2023,3246,206,498,407,1067,1339,474,247,2248
layer_5,2145,2276,1178,2173,1602,1351,332,75,49,2325,8,2119
layer_6,1866,1989,1825,1893,2165,2252,1166,2231,292,1369,63,45
layer_7,1618,891,759,1720,761,2133,1194,2040,918,2592,1816,2428
layer_8,78,2167,936,42,538,230,553,2274,507,390,260,1765
layer_9,1019,1830,1005,713,1644,1646,1996,1662,1192,1096,1769,1335
layer_10,924,977,811,895,971,770,918,1009,849,1292,1177,926
layer_11,1297,1244,1136,910,975,1033,1157,1145,1106,1069,999,878
