,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0,3,3002,11,6,30,0,1018,503,2723,275,1490
layer_1,8,357,2625,336,1667,2,0,0,6,882,2833,1812
layer_2,76,226,88,0,0,11,0,441,58,37,611,391
layer_3,0,19,3538,135,0,2433,0,4,2,2,0,2
layer_4,2,5,996,333,5,1,0,0,46,0,1,58
layer_5,203,75,2,1734,1,725,1,0,4,0,0,3
layer_6,3484,150,127,745,962,22,18,30,0,30,0,0
layer_7,5,333,0,11,11,3084,19,151,2,308,11,200
layer_8,27,1490,0,0,0,0,0,41,0,0,0,2662
layer_9,6,419,1,36,131,1393,3380,344,4,2,1619,45
layer_10,50,29,1646,192,51,115,0,117,35,2540,2849,3349
layer_11,288,2339,1016,0,6,13,162,670,145,91,1,292
