,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,23.0,0.0,34.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0
layer_1,0.0,37.0,109.0,0.0,1.0,1.0,6.0,0.0,0.0,50.0,5.0,0.0
layer_2,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0
layer_3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0
layer_4,49.0,5.0,2.0,1.0,101.0,102.0,21.0,4.0,119.0,12.0,12.0,4.0
layer_5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
layer_6,0.0,2.0,9.0,192.0,3.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0
layer_7,2.0,0.0,0.0,20.0,1.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,104.0,0.0,0.0,5.0,21.0,0.0,0.0,2.0,2.0,13.0,16.0
layer_9,0.0,148.0,0.0,0.0,13.0,148.0,0.0,5.0,179.0,0.0,0.0,6.0
layer_10,7.0,0.0,2.0,97.0,12.0,1.0,7.0,0.0,30.0,2.0,0.0,56.0
layer_11,21.0,16.0,32.0,0.0,93.0,1.0,2.0,0.0,141.0,0.0,17.0,7.0
