,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,42,2,67,0,13,0,4,71,16,0,29,0
layer_1,1,25,88,0,27,5,3,0,5,33,10,5
layer_2,0,0,108,8,1,1,0,12,0,6,0,0
layer_3,113,0,8,7,0,0,26,0,0,0,0,6
layer_4,33,97,2,117,116,53,7,1,63,18,11,1
layer_5,0,0,0,0,2,0,0,0,0,0,113,26
layer_6,0,109,1,118,1,0,0,0,11,72,18,1
layer_7,2,68,0,9,2,16,18,0,0,0,0,0
layer_8,0,35,0,0,131,8,0,0,134,1,38,16
layer_9,0,51,0,0,2,65,38,0,131,0,0,17
layer_10,14,0,124,74,5,5,0,0,31,114,3,89
layer_11,31,37,38,2,51,2,7,0,115,0,34,109
