,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,339.83105,374.12003,447.08597,477.16507,391.20306,409.759,500.72772,406.10275,466.3824,401.4937,382.00836,391.11276,410.44495,403.20145,403.25186,347.97626
layer_1,517.9879,313.4612,386.1105,339.8559,629.19885,386.93494,271.1344,395.90985,480.988,323.39975,522.45996,577.48895,422.34164,546.53253,334.76187,388.20526
layer_2,483.2173,332.84985,355.26932,667.9718,447.15164,373.0925,583.85187,524.03796,311.4103,521.89465,454.60028,488.12576,487.13702,463.84406,409.63385,691.85114
layer_3,298.77402,473.2386,310.61273,335.74426,308.18542,564.831,267.08002,273.71356,248.78616,231.14418,280.7502,314.8035,269.3334,393.49777,234.20848,394.24823
layer_4,240.56995,250.35355,252.97795,283.09393,316.14154,328.26614,243.37312,565.30475,266.8482,247.97327,251.05235,386.6624,238.10818,271.48065,363.60236,284.56363
layer_5,547.71985,358.08514,439.29544,255.2009,311.77704,543.78,420.9438,258.9311,264.6414,281.53314,275.2652,206.57866,299.45724,284.75092,255.0309,591.0325
layer_6,499.25516,596.87164,239.41606,261.55038,282.06616,437.53387,287.31708,242.08018,305.65152,316.76276,266.6138,359.16196,183.96284,256.86374,248.53355,261.53076
layer_7,355.8086,551.07,306.34506,264.33276,292.78336,310.62573,239.1291,252.08018,260.0411,254.57146,286.6303,530.07947,287.89703,276.28986,366.28848,272.98633
layer_8,266.9041,242.60114,155.21318,347.56436,362.20956,371.83514,356.18484,280.47684,352.31564,297.21255,274.26813,296.1658,532.00323,274.5155,332.2711,255.4455
layer_9,376.74994,316.56552,267.98697,299.63168,191.12155,538.44415,288.33942,363.77853,254.99837,521.3459,331.08936,284.1187,288.05255,455.28427,300.01547,254.94614
layer_10,309.3076,302.16867,303.6089,392.13153,491.66135,328.57187,267.68167,249.31775,268.69455,340.12112,314.16525,486.93625,318.31857,239.24008,335.77603,258.89282
layer_11,248.03767,380.3373,315.8868,267.37952,474.1598,367.68576,181.62125,317.8042,337.52585,290.0701,153.80792,655.04974,420.55444,355.59528,417.5767,276.28345
layer_12,298.21735,273.37415,289.2479,258.9502,263.93445,277.2586,275.5266,353.02768,267.84778,270.32687,257.35352,298.52472,390.8034,321.23563,391.2304,250.08598
layer_13,374.11124,247.03987,282.549,252.74173,264.03525,159.96257,298.90967,298.69083,261.8668,262.96893,329.99658,247.57791,426.53836,260.9517,326.00537,287.3479
layer_14,331.07965,190.30827,251.57053,252.8109,305.41373,262.57394,245.17456,280.79825,292.0696,508.4355,262.3013,266.05234,326.6071,306.29718,275.86456,267.29016
layer_15,268.43903,411.5291,240.48033,194.0864,235.70418,278.71967,271.53125,248.37193,325.6621,280.99292,264.127,378.8855,257.0772,473.9826,368.99295,276.85785
layer_16,247.96281,245.85117,318.13696,363.4655,248.62262,292.47507,247.11478,241.24677,218.4439,280.62082,306.89255,243.90402,255.33102,239.25758,263.05038,251.06761
layer_17,218.88644,245.18542,348.2341,246.51268,248.30098,248.69987,235.10432,245.77702,293.85904,258.15256,250.22983,371.6408,258.55627,303.13174,233.10042,224.86378
layer_18,201.81421,275.6932,260.73596,264.44138,259.52588,246.65974,272.9634,231.73434,257.20648,423.1695,247.2569,488.6787,263.6823,244.63675,246.4671,265.44083
layer_19,241.16289,245.77611,386.73718,257.97327,354.17722,253.04234,241.01498,242.02458,253.824,247.09718,241.69168,312.76843,262.99393,249.60811,260.76782,249.23695
layer_20,270.97382,250.383,274.13153,404.42233,282.63794,307.13397,245.10371,239.32181,244.80653,239.0183,237.01578,375.2849,218.89838,244.02603,474.21384,239.07396
layer_21,243.53271,240.52736,284.79745,245.8225,246.06142,296.0383,248.60994,243.63582,246.82523,249.2226,248.69418,244.9646,310.8116,246.8195,253.41644,260.56406
layer_22,242.03496,241.18079,229.53188,239.91805,237.68462,250.12437,246.78796,239.24246,244.23914,248.01999,244.02419,248.29787,240.15268,242.70007,244.14503,243.14682
layer_23,245.56715,318.84607,244.16248,246.4631,237.64882,331.61725,240.48465,245.24509,305.0639,243.42896,263.21994,259.2216,244.88713,247.06715,242.51848,246.41422
layer_24,260.61154,237.86072,256.1658,274.84702,257.6101,248.72845,296.66507,343.1093,284.7309,247.75507,275.84677,242.9838,357.9657,329.04837,248.31914,250.03175
layer_25,241.00217,242.40509,241.62985,255.00235,281.7996,253.19821,371.8887,242.9851,285.14874,243.37947,241.53946,246.14774,250.55316,283.47836,248.75522,243.56238
layer_26,241.25726,241.69821,250.9476,247.99333,264.6411,249.7189,249.29495,249.3941,237.94778,290.87708,374.0565,246.52322,306.84476,249.57288,250.83942,299.52725
layer_27,245.49182,218.22269,201.98326,488.653,293.38116,307.37604,244.29695,217.80008,250.0719,259.88367,242.20598,279.21896,215.00204,267.5262,255.06233,242.44064
