,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,9.0,2.0,96.0,0.0,177.0,0.0,5.0,4.0,1.0,0.0,34.0,0.0,1.0,1.0,37.0,31.0,0.0,1.0,2.0,8.0,0.0,0.0,6.0,4.0
layer_1,15.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,36.0,0.0,0.0,107.0,107.0,13.0,53.0,3.0,0.0,44.0,1.0,0.0,3.0,1.0,0.0,80.0
layer_2,5.0,0.0,0.0,5.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
layer_3,0.0,0.0,1.0,3.0,0.0,3.0,0.0,197.0,9.0,1.0,0.0,10.0,0.0,25.0,0.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
layer_4,0.0,0.0,0.0,84.0,5.0,126.0,0.0,1.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,10.0,104.0,4.0,1.0,1.0
layer_5,0.0,55.0,5.0,1.0,14.0,33.0,5.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0
layer_6,163.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,30.0,4.0,0.0,0.0,0.0,5.0,0.0,69.0,0.0,0.0,35.0,7.0,13.0,6.0,5.0,1.0
layer_7,39.0,0.0,2.0,1.0,0.0,46.0,2.0,26.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
layer_8,0.0,52.0,0.0,1.0,60.0,11.0,10.0,9.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,21.0,0.0
layer_9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,62.0,5.0,4.0,0.0,9.0,6.0,2.0,0.0
layer_10,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,13.0,18.0
layer_11,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_12,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
layer_13,14.0,3.0,1.0,4.0,25.0,1.0,1.0,2.0,8.0,4.0,0.0,160.0,50.0,5.0,6.0,2.0,1.0,12.0,1.0,1.0,2.0,1.0,0.0,68.0
layer_14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,95.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
layer_15,0.0,0.0,3.0,13.0,0.0,0.0,5.0,58.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
layer_16,0.0,1.0,0.0,55.0,2.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,97.0,1.0,0.0,0.0
layer_17,0.0,18.0,6.0,1.0,5.0,15.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,119.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0
layer_18,56.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,18.0,2.0,6.0,0.0,0.0,0.0
layer_19,10.0,0.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
layer_20,0.0,4.0,0.0,2.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
layer_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0
layer_22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
layer_23,22.0,3.0,3.0,29.0,14.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
