,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.04711861,0.057290077,0.073960885,0.092636585,0.092618935,0.18833359,0.27083084,0.28920975,0.30661294,0.44189283,0.4021339,0.52574265,0.6349757,0.6022177,0.28357294,0.6466702
layer_1,0.046825726,0.054795202,0.10895463,0.14623213,0.1686299,0.25453657,0.2610041,0.37347227,0.40323243,0.4909734,0.850567,0.6256719,0.79508156,0.85816395,0.7292305,0.7601482
layer_2,0.060044743,0.07274026,0.13653919,0.17784236,0.20623417,0.29913068,0.31847447,0.45470217,0.4082149,0.7314424,0.5511872,0.77819526,0.5792428,0.6531448,0.8059139,0.6247386
layer_3,0.06690534,0.0810435,0.12327576,0.18178359,0.24583903,0.45626676,0.29339334,0.54657453,0.4965897,0.5685533,0.60880685,0.6185385,0.6996699,0.7548215,0.736844,0.8831255
layer_4,0.03886623,0.095781654,0.11888713,0.22142512,0.36552438,0.29867843,0.4511095,0.8050087,0.5487494,0.49317262,0.71219105,0.6651732,0.7278687,0.8321682,0.8747629,0.7667143
layer_5,0.09217043,0.07739924,0.18411498,0.45929003,0.85137594,0.800656,0.88617426,0.9492376,0.8653944,0.90897375,0.90974194,0.9020877,0.90240824,0.9017285,0.90225226,0.9049843
layer_6,0.16195984,0.09649506,0.24393813,0.6610766,0.9035202,0.88896936,0.9261707,0.88261455,0.90637165,0.9016596,0.9032335,0.9087868,0.90166706,0.9268736,0.9023887,0.90452534
layer_7,0.028908268,0.0986391,0.08875696,0.30129963,0.43562984,0.9356952,0.9507448,0.90179855,0.95546,0.9513981,0.92066,0.9550519,0.9093563,0.9074997,0.90239125,0.9095164
layer_8,0.030685645,0.040467944,0.37724927,0.6126392,0.9697748,0.9117503,0.8945449,0.9108664,0.91518384,0.906984,0.9074443,0.90239686,0.9026156,0.9062008,0.9015111,0.90143013
layer_9,0.063180305,0.22496101,0.20977694,0.9535301,0.8593696,0.9304155,0.9483377,0.906581,0.89889646,0.8922964,0.9023661,0.9021947,0.9038759,0.8989957,0.902029,0.90316486
layer_10,0.30038977,0.29573298,0.9369516,0.937117,0.9005899,0.8965179,0.8683685,0.90332556,0.9405551,0.90645516,0.89625746,0.9021608,0.90212977,0.9079598,0.90176344,0.9026926
layer_11,0.07902757,0.42812166,0.58944917,0.88860035,0.9333385,0.8872064,0.912594,0.9065776,0.90720016,0.90114,0.90154535,0.90241057,0.9024478,0.90234166,0.89824843,0.90128815
layer_12,0.16339749,0.3072962,0.9495289,0.8800698,0.93217385,0.92313653,0.9196091,0.8488983,0.90908456,0.89504766,0.9005649,0.9028284,0.90243083,0.90237623,0.9024256,0.9029813
layer_13,0.3368559,0.25884044,0.9141968,0.8900561,0.93099236,0.9068791,0.8976784,0.8937427,0.8660293,0.89874387,0.9090977,0.9022954,0.9029761,0.9026975,0.90236723,0.90241325
layer_14,0.1683715,0.9202954,0.93263954,0.86832297,0.93353796,0.91405493,0.906225,0.9064328,0.9360703,0.89660317,0.90237796,0.9022391,0.89022315,0.9035856,0.9062965,0.9004864
layer_15,0.097639106,0.49747548,0.9543575,0.94544315,0.9232935,0.9202258,0.8929479,0.91279507,0.89639926,0.9072805,0.891264,0.9054961,0.90954643,0.90465707,0.9034511,0.90608835
layer_16,0.050232306,0.20930372,0.9308687,0.9480437,0.9202442,0.93904126,0.91282284,0.91136545,0.89845467,0.89442223,0.90221655,0.90217674,0.9012355,0.9076237,0.90239877,0.91147923
layer_17,0.06493332,0.1535108,0.91255283,0.94760835,0.96124023,0.9289478,0.90781015,0.81480646,0.9103586,0.9085365,0.90716743,0.90161526,0.9028115,0.8857376,0.90286505,0.90445983
layer_18,0.6630325,0.19076535,0.95286006,0.44521338,0.9459935,0.9493487,0.909783,0.87645894,0.91346544,0.9038873,0.90269154,0.90182257,0.90217954,0.9025971,0.9025017,0.90239125
layer_19,0.09194049,0.55236334,0.282851,0.9676629,0.92728853,0.9827511,0.95207316,0.9092234,0.92189336,0.91960293,0.9009231,0.9054826,0.89974326,0.9025301,0.89863175,0.9021842
layer_20,0.05828143,0.11905709,0.48214877,0.97193223,0.97831446,0.9696006,0.9214779,0.96621096,0.92779094,0.90197754,0.8945784,0.9024476,0.901943,0.90019584,0.90169626,0.90205413
layer_21,0.047342867,0.060702015,0.9578908,0.9614441,0.9288706,0.9645865,0.95404285,0.90527093,0.9509969,0.9244545,0.8999631,0.9032054,0.9010288,0.90375286,0.7552314,0.932859
layer_22,0.043897226,0.14566205,0.22029912,0.90758884,0.46141237,0.856057,0.9013808,0.50335205,0.8925084,0.944436,0.91466135,0.9040497,0.6892167,0.9010641,0.9116007,0.96384627
layer_23,0.026565518,0.06860547,0.09202156,0.03136065,0.6294404,0.36109158,0.72675496,0.28215286,0.3958917,0.001072608,0.9460427,0.991627,0.92042726,1.0,0.9398035,0.9663714
