,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0,6,19,0,0,1,2,23,23,19,12,31
layer_1,0,15,24,18,5,0,0,0,0,13,24,25
layer_2,1,2,5,0,0,0,0,13,5,1,1,0
layer_3,0,0,22,0,0,24,0,0,0,0,0,0
layer_4,0,0,7,5,0,0,0,0,0,0,0,0
layer_5,2,5,0,21,0,5,0,0,0,0,0,0
layer_6,4,3,3,0,6,3,0,1,0,0,0,0
layer_7,0,3,0,0,0,24,0,4,0,4,0,2
layer_8,0,16,0,0,0,0,0,0,0,0,0,14
layer_9,0,11,0,0,0,6,22,10,0,0,7,0
layer_10,1,0,1,13,0,0,0,4,1,25,24,17
layer_11,15,22,7,22,0,0,19,13,20,11,1,12
