,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13,5,196,0,2,81,0,120,106,178,185,128
layer_1,19,146,305,32,90,0,0,0,5,67,305,133
layer_2,2,3,15,0,0,0,0,107,3,169,40,44
layer_3,0,3,240,21,0,286,0,4,18,0,0,2
layer_4,0,1,99,66,1,0,0,0,36,0,0,2
layer_5,30,12,0,185,1,52,0,0,1,0,0,0
layer_6,127,60,116,64,227,14,0,5,0,9,0,0
layer_7,0,57,0,47,1,214,1,36,4,60,19,170
layer_8,1,222,0,1,0,0,0,17,0,0,0,259
layer_9,12,165,0,1,45,16,201,76,5,2,174,0
layer_10,26,24,18,45,14,0,0,97,4,280,285,132
layer_11,53,142,87,74,3,7,78,100,28,20,1,45
