,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0,0,179,3,0,4,0,17,38,173,28,83
layer_1,2,5,174,7,137,0,0,0,2,106,173,22
layer_2,0,11,2,0,0,2,0,22,1,42,88,24
layer_3,0,0,200,17,0,188,0,0,1,0,0,0
layer_4,0,1,104,151,0,0,0,0,7,0,0,2
layer_5,1,1,0,123,1,2,0,0,0,0,0,0
layer_6,225,61,4,193,112,0,0,0,0,1,0,0
layer_7,1,5,0,7,0,206,1,17,2,19,2,105
layer_8,2,186,0,1,0,0,0,18,0,0,0,209
layer_9,3,18,0,1,16,8,178,2,1,0,270,1
layer_10,0,55,2,5,0,2,0,69,1,164,181,170
layer_11,12,80,85,4,0,0,8,7,1,9,0,44
