,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.14289664,0.14303194,0.0938116,0.13131481,0.17906792,0.20469716,0.32548308,0.23876788,0.23369658,0.27431932,0.23924008,0.41692078,0.46538377,0.47504243,0.031190708,0.36388084
layer_1,0.104833975,0.16031803,0.08848312,0.12566547,0.14227436,0.13507527,0.19851151,0.20354798,0.21311377,0.26342514,0.3771602,0.13192569,0.25966832,0.3912154,0.36844102,0.28376505
layer_2,0.1165235,0.22160497,0.20689116,0.21900794,0.21685037,0.2051147,0.28071225,0.45727363,0.12313581,0.09673656,0.17928302,0.22675695,0.2932328,0.17966342,0.0900416,0.18020539
layer_3,0.1476879,0.16245379,0.22549482,0.2293384,0.27830732,0.4254423,0.13213865,0.38196352,0.2631473,0.06492379,0.08356594,0.1521487,0.15138419,0.2580497,0.17527398,0.13562468
layer_4,0.11723483,0.29860193,0.2011885,0.35986212,0.3036543,0.49003085,0.6967685,0.4431198,0.22211047,0.13299136,0.37809253,0.10501738,0.22703083,0.15728429,0.24726574,0.22128336
layer_5,0.15992816,0.18892314,0.46303532,0.53378767,0.58745736,0.5238743,0.3361618,0.31845385,0.33149907,0.3276926,0.3896454,0.31970015,0.32463863,0.36657146,0.3120139,0.32385242
layer_6,0.27829424,0.27354616,0.32831818,0.65258014,0.49678075,0.3451243,0.48672774,0.44208786,0.3336464,0.3209571,0.31278408,0.32588556,0.32416782,0.2709937,0.32234958,0.3588066
layer_7,0.117700666,0.32634947,0.097858444,0.35309634,0.09918993,0.6018246,0.8450432,0.5380866,0.5527946,0.39806217,0.39850053,0.39244533,0.31731555,0.31631824,0.3120139,0.3149883
layer_8,0.11599594,0.06765939,0.2485004,0.9007712,0.5907386,0.4908529,0.38130662,0.40981793,0.40886486,0.33261308,0.32149968,0.32188255,0.31432772,0.3120705,0.31260455,0.316354
layer_9,0.14533745,0.3716414,0.20173329,0.69460213,0.5887921,0.38208085,0.68778604,0.3190401,0.32310438,0.31316945,0.3120139,0.3186724,0.33200243,0.31757063,0.31321612,0.3115917
layer_10,0.44654125,0.46744153,0.55728996,0.918208,0.6987932,0.47289208,0.68780875,0.37755528,0.31440026,0.3305499,0.32294655,0.40542608,0.31201684,0.31421918,0.31507105,0.31781986
layer_11,0.21101277,0.42287248,0.45755595,0.65022,0.3275622,0.62681425,0.39812186,0.33621937,0.32874146,0.3161747,0.3209778,0.31354746,0.31283438,0.3163398,0.31568888,0.31195194
layer_12,0.2790105,0.42020574,0.78546095,0.726397,0.6021752,0.39828977,0.40001944,0.45763412,0.32125202,0.32781473,0.31901848,0.3302581,0.3120273,0.31201342,0.31279057,0.31426853
layer_13,0.3723014,0.36205137,0.63381034,0.6962379,0.39765778,0.36470243,0.32302958,0.35546064,0.35001743,0.32412612,0.39265293,0.3120139,0.31451228,0.31275213,0.34770262,0.3120139
layer_14,0.280618,0.8061257,0.40488002,0.4365079,0.36597335,0.48210445,0.35476562,0.33113882,0.40653104,0.34249598,0.31355703,0.31165656,0.3160434,0.3156294,0.31131884,0.32230824
layer_15,0.22695391,0.6108383,0.68930155,0.47839862,0.3646328,0.3277929,0.5890772,0.33124804,0.32821,0.31747696,0.53194237,0.3134914,0.3133963,0.3236432,0.3127713,0.31897947
layer_16,0.14495018,0.31379983,0.37328616,0.6317856,0.3645896,0.5510619,0.31618693,0.32706016,0.3123884,0.3226621,0.31426024,0.31201178,0.312696,0.3175016,0.3120139,0.315924
layer_17,0.1704356,0.41863495,0.7391687,0.6406155,0.45311627,0.38323718,0.42909703,0.43700334,0.34188136,0.32531857,0.32851923,0.3134715,0.3150006,0.30375293,0.3112634,0.31630272
layer_18,0.6087081,0.3279672,0.7255848,0.42036965,0.39528587,0.432754,0.34658906,0.3861506,0.31885195,0.3145445,0.3134932,0.31968865,0.3120139,0.3150838,0.31038073,0.3128043
layer_19,0.18168855,0.5778397,0.5332091,0.67690426,0.36411035,0.5353802,0.73682624,0.3315563,0.32588202,0.32444656,0.31655318,0.31524146,0.36302784,0.3120093,0.3108354,0.31676748
layer_20,0.16182785,0.28059152,0.43224007,0.36218932,0.41073644,0.45924526,0.32553425,0.40682077,0.38818526,0.31201166,0.31692964,0.31314468,0.31468865,0.3013026,0.31199175,0.3112423
layer_21,0.122600384,0.07615214,0.61980665,1.0,0.3528394,0.5073887,0.51260406,0.32839188,0.46386442,0.3095774,0.3143636,0.31197712,0.31256667,0.3120124,0.32388356,0.32754502
layer_22,0.097658895,0.29325885,0.2640181,0.32250053,0.25517988,0.79571545,0.5623884,0.21849683,0.32678765,0.31392023,0.31186545,0.31288943,0.10396366,0.31269777,0.31199065,0.3291402
layer_23,0.19330303,0.21530864,0.25205755,0.42089102,0.37078542,0.5721881,0.18943445,0.375042,0.23156993,0.18525916,0.3079497,0.42090404,0.36434102,0.30363917,0.22001286,0.4639746
