,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,420,999,130,433,531,630,412,438,617,233,259,333,200,257,117,876,558,377,702,771,711,310,357,82
layer_1,541,579,132,487,610,265,330,135,994,211,231,89,1018,143,527,680,626,116,125,342,180,312,389,116
layer_2,183,190,185,205,237,154,194,185,329,207,243,418,177,191,297,193,203,195,192,206,156,248,251,204
layer_3,515,240,183,123,190,150,270,153,155,239,257,226,118,98,194,259,284,231,187,241,229,318,306,297
layer_4,268,217,307,202,185,384,247,253,184,138,173,121,536,162,311,423,229,228,137,331,249,262,185,197
layer_5,240,170,254,287,371,383,65,62,127,140,158,285,272,353,205,263,399,363,452,331,388,250,237,217
layer_6,193,357,213,220,172,184,114,147,115,232,465,170,197,325,392,301,364,183,331,213,417,345,218,179
layer_7,146,140,198,211,215,170,369,334,283,359,228,324,156,228,255,511,321,274,245,419,352,199,222,321
layer_8,166,396,152,292,172,273,123,262,90,257,285,194,258,206,269,277,286,374,275,198,235,232,210,214
layer_9,207,232,225,303,207,260,287,298,97,206,241,289,226,179,345,241,165,266,218,176,81,329,171,158
layer_10,293,282,301,235,123,119,309,377,353,246,409,99,313,565,393,167,251,203,294,193,206,206,391,338
layer_11,319,204,456,261,245,215,233,190,306,224,337,421,311,224,208,381,426,236,331,287,393,287,324,286
layer_12,183,142,211,165,137,158,244,181,184,190,142,161,317,242,264,184,204,428,271,169,199,287,347,312
layer_13,180,220,140,204,156,207,144,247,349,144,229,235,145,99,73,304,84,157,172,222,218,218,166,159
layer_14,131,128,56,325,273,521,473,298,311,143,142,133,304,313,126,273,176,272,320,276,287,154,97,94
layer_15,97,230,304,426,285,272,192,191,185,213,362,169,114,68,264,295,176,179,102,87,152,171,128,200
layer_16,132,238,157,66,65,64,159,146,190,232,122,356,94,102,149,77,120,119,158,180,163,171,166,140
layer_17,231,144,202,219,192,247,276,182,166,140,183,226,105,113,225,159,70,240,110,90,112,88,252,94
layer_18,219,65,77,167,87,139,187,155,125,188,110,209,100,172,149,77,76,117,99,169,217,228,72,176
layer_19,188,166,236,129,174,173,133,99,215,219,100,210,165,137,122,117,106,200,101,101,146,59,69,57
layer_20,162,147,121,117,137,115,139,162,102,86,125,95,134,153,94,116,76,89,126,135,151,110,94,161
layer_21,77,77,125,88,77,111,58,62,60,248,242,112,89,77,114,78,98,78,125,108,152,151,121,180
layer_22,237,314,316,120,122,126,100,178,99,94,128,105,103,163,206,87,90,139,120,108,75,174,73,83
layer_23,237,170,176,152,113,251,221,379,342,212,229,173,220,158,256,231,331,243,102,125,258,131,166,205
layer_24,129,149,112,208,231,275,256,208,115,363,313,103,174,126,184,180,232,206,66,57,61,328,300,278
layer_25,134,85,97,166,115,122,142,401,174,206,140,249,130,217,116,368,343,312,256,322,281,242,107,282
layer_26,213,305,434,89,113,50,424,468,70,199,197,229,238,685,394,65,140,166,64,83,280,55,52,188
layer_27,114,121,81,88,129,197,64,86,121,114,199,0,80,67,184,141,60,129,86,75,62,110,77,162
