,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,0.37319002,0.38320562,0.46507752,0.38247624,0.62430525,0.47847483,0.58813375,0.38256988,0.3901147,0.6151724,0.59564894,0.5210919,0.2087859,0.41725773,0.4164571,0.669847,0.41305178,0.46841154,0.7939308,0.3129954,0.36103666,0.47953442,0.71462506,0.04875574,0.74317455,0.5993743,0.23816963,0.0979491,0.49041152,0.57886666,0.33921394,0.20272663,0.48187214,0.527051,0.49862033,0.45223215,0.419575,0.69353384,0.45734757,0.42534018,0.5862632,0.2946914,0.12911433,0.5662287,0.41236353,0.35425448,0.67601746,0.56612545,0.586641,0.42097476,0.53323656,0.53439415,0.373988,0.36973897,0.4535379,0.3498337,0.43544024,0.472929,0.5025965,0.5432733,0.49113595,0.39493963,0.43096438,0.5601511,0.43803602,0.28051263,0.39537513,0.4897542,0.4576469,0.3887244,0.52676946
layer_1,0.5746613,0.6547449,0.6248767,0.67642564,0.594839,0.5980383,0.5956623,0.39141744,0.5151486,0.507642,0.6186585,0.6334229,0.6228134,0.68156236,0.6114563,0.6100551,0.6368582,0.5938767,0.54934955,0.614833,0.6762607,0.5909627,0.5183705,0.47842324,0.6285703,0.59962964,0.6202234,0.55196565,0.49809328,0.52439463,0.5800924,0.6031328,0.56982803,0.62209344,0.051179986,0.68215185,0.5679668,0.52217096,0.5906165,0.62038183,0.5762429,0.62015796,0.61279345,0.62440246,0.65088147,0.68784255,0.70411915,0.6332551,0.57872057,0.60007024,0.5481206,0.59659696,0.6170071,0.6084184,0.5422682,0.6015928,0.60066736,0.66277784,0.62622476,0.58093196,0.70200694,0.54988825,0.6824506,0.635298,0.5862739,0.47696993,0.5787784,0.6544116,0.46529672,0.60898,0.5785114
layer_2,0.69794285,0.6208961,0.69185907,0.6980279,0.57878387,0.35768434,0.6193166,0.67551756,0.705576,0.7210424,0.59827924,0.67153555,0.6361479,0.7148882,0.68142223,0.67900956,0.50863147,0.6034399,0.6573578,0.5815427,0.54443187,0.61496216,0.7107865,0.7046484,0.66323096,0.7005697,0.6559243,0.6221301,0.69034904,0.71267974,0.88489145,0.70208585,0.6364191,0.73402315,0.66520137,0.63238895,0.67191046,0.6637435,0.6771169,0.68744975,0.07204455,0.6800226,0.68017465,0.71111035,0.6189096,0.6688778,0.66492295,0.70713496,0.6787814,0.73671633,0.50708234,0.38911968,0.5795679,0.6913318,0.7293666,0.368876,0.7917294,0.72891307,0.7121221,0.67965806,0.66713816,0.6493709,0.68653315,0.6482314,0.679356,0.69785476,0.7103093,0.7250766,0.655703,0.6688451,0.54238796
layer_3,0.71895534,0.7322689,0.7198911,0.712497,0.6594072,0.6050754,0.71538496,0.71279293,0.7772353,0.655902,0.7993836,0.7024076,0.68286234,0.729738,0.66553694,0.7458847,0.7450176,0.77881,0.77425694,0.7699316,0.72414404,0.7057812,0.76470286,0.73270285,0.70483726,0.72557396,0.6909214,0.6543926,0.7012809,0.69302076,0.71276116,0.7502109,0.7627433,0.69846237,0.7574762,0.6970612,0.70963526,0.7439441,0.058754504,0.6771414,0.74089885,0.69925237,0.68387026,0.7241229,0.7781413,0.6979289,0.7277947,0.76234776,0.673811,0.7052676,0.66340905,0.7156661,0.7550956,0.64924717,0.73511285,0.7321215,0.7335654,0.6971295,0.7380626,0.70712715,0.6476001,0.7544822,0.70989066,0.7222828,0.7618241,0.72685295,0.6259182,0.7414343,0.7053089,0.719822,0.8188883
layer_4,0.92454064,0.9460473,0.92929727,0.9604668,0.90447605,0.92454064,0.93602204,0.96994627,0.92439795,0.92454064,0.92454064,0.92693156,0.92454064,0.9239509,0.92454064,0.924604,0.9284078,0.92277426,0.92454064,0.92454064,0.92454064,0.92454064,0.92383057,0.9246928,0.9242289,0.9258976,0.92466825,0.9160429,0.92485476,0.92525107,0.9745043,0.92454064,0.9172786,0.92454064,0.9283799,0.92040485,0.9171842,0.9233825,0.9219825,0.91591394,0.92528534,0.93113554,0.92511374,0.96406394,0.92558813,0.94574314,0.9258347,0.9275643,0.92363364,0.92409307,0.92720187,0.92394656,0.9248479,0.92422605,0.9571475,0.92422897,0.92454064,0.9231319,0.92454064,0.9236326,0.9260276,0.92233413,0.92454064,0.9242281,0.9323792,0.92454064,0.9302976,0.925211,0.9221782,0.924563,0.940067
layer_5,0.92454064,0.92454064,0.9225315,0.92454064,0.926025,0.92454064,0.91836834,0.92454064,0.9205936,0.9242131,0.92443347,0.92454064,0.9227451,0.92404497,0.92454064,0.921889,0.92454064,0.9263523,0.921415,0.9236724,0.89540386,0.9243982,0.92627454,0.9251845,0.92454064,0.926989,0.9226943,0.93046075,0.92454064,0.90202826,0.9227077,0.92641425,0.9243385,0.92454064,0.92602515,0.93060076,0.9253442,0.914958,0.9340266,0.92454064,0.92454064,0.9202535,0.9240247,0.92454064,0.92454064,0.92437273,0.92454064,0.9249368,0.92454064,0.92454064,0.92550945,0.9572251,0.92198956,0.92347586,0.9267298,0.9250691,0.9246387,0.9566508,0.92567915,0.92443854,0.9292076,0.92453754,0.9262392,0.92454064,0.92454064,0.9213185,0.92454064,0.9240788,0.9282203,0.92454064,0.92454064
layer_6,0.91782457,0.92436147,0.9108465,0.9237206,0.92454064,0.93213326,0.9399634,0.96136785,0.9201899,0.9220687,0.936844,0.932149,0.92454064,0.92490643,0.9242503,0.9243366,0.93001366,0.92447555,0.91501975,0.9306924,0.92801607,0.92331207,0.922937,0.92636317,0.92193186,0.9268595,0.9098956,0.9248092,0.92454946,0.92453235,0.91484207,0.92162836,0.8843903,0.9226192,0.9246746,0.9573286,0.8326104,0.9292046,0.92271686,0.91411656,0.94612306,0.9254897,0.9188873,0.9257245,0.92454064,0.9494715,0.92454064,0.9261195,0.87109333,0.89871866,0.94669664,0.92454064,0.9142874,0.92428815,0.97141266,0.93659043,0.9386246,0.9239438,0.9244574,0.92623764,0.9246125,0.91842204,0.92451835,0.9246195,0.9224205,0.92454064,0.92454064,0.92463857,0.92151725,0.92490494,0.9234027
layer_7,0.9233293,0.933168,0.95306826,0.9256129,0.92663765,0.92454064,0.9248156,0.92412317,0.9238504,0.9294302,0.9282342,0.9211414,0.92454064,0.9431036,0.89975446,0.9264951,0.92040545,0.926439,0.9302356,0.91964793,0.9266438,0.9345477,0.9242023,0.92348635,0.92454064,0.92354405,0.92443556,0.9221308,0.92932534,0.93285525,0.92454064,0.92454064,0.9230857,0.9320284,0.92800266,0.925372,0.9274311,0.92304426,0.9391098,0.92454064,0.91920066,0.91601455,0.9227573,0.9486576,0.91704935,0.9570671,0.9251725,0.91209775,0.9177524,0.9235753,0.9266517,0.9341545,0.9347845,0.88716954,0.92488885,0.9234965,0.92454064,0.94410986,0.92454064,0.92352915,0.9454007,0.92454064,0.9249528,0.92927927,0.9739381,0.9223877,0.92608416,0.92454064,0.9218625,0.92477274,0.92370254
layer_8,0.9508497,0.95801556,0.9173607,0.92158735,0.89445007,0.9176874,0.9344102,0.95096,0.9230005,0.923205,0.92593807,0.9104601,0.9258067,0.9250573,0.9452292,0.92454064,0.9236427,0.6203254,0.9279926,0.902297,0.9204484,0.9267203,0.92468816,0.9384497,0.9279179,0.9231336,0.89574134,0.93701243,0.86423224,0.9334726,0.92220527,0.94242114,0.8840497,0.92829776,0.93035835,0.9434126,0.97205776,0.9042599,0.92424196,0.96023005,0.9145862,0.9245262,0.92905235,0.9156426,0.9280983,0.92241126,0.9252887,0.9231167,0.95102096,0.93323207,0.90908444,0.9371186,0.9087585,0.93439794,0.92454064,0.9170845,0.9127256,0.9245287,0.9676545,0.91317415,0.9273697,0.92333746,0.9061939,0.9212526,0.92320704,0.923002,0.9349877,0.9226139,0.92654425,0.9178166,0.9247338
layer_9,0.9174692,0.92249334,0.92700464,0.93531585,0.92454064,0.9255669,0.91968685,0.92454064,0.92453545,0.92966807,0.9246529,0.92547864,0.92396647,0.92454064,0.92454064,0.9204787,0.9314838,0.92454064,0.92417294,0.92908853,0.92454064,0.92618686,0.9239888,0.95292,0.89216894,0.9241003,0.94222355,0.9136418,0.92757434,0.92454064,0.9544756,0.92439145,0.92454064,0.9248259,0.92396456,0.9250602,0.9261339,0.9241018,0.92272407,0.9240317,0.9331803,0.92147124,0.9243794,0.92454064,0.9190018,0.92269737,0.9247612,0.9182661,0.92454064,0.92438054,0.92522466,0.92208195,0.92584616,0.9244159,0.9331396,0.9456453,0.92454064,0.9245962,0.94155574,0.9184647,0.9229761,0.92103493,0.91661566,0.92454064,0.91738224,0.9242466,0.9187356,0.9242757,0.92045856,0.92454064,0.9231367
