,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,231.0,19.0,61.0,116.0,266.0,46.0,161.0,199.0,337.0,169.0,67.0,227.0
layer_1,4.0,1.0,4.0,0.0,0.0,124.0,0.0,16.0,0.0,0.0,2.0,15.0
layer_2,34.0,6.0,0.0,2.0,25.0,0.0,2.0,35.0,1.0,27.0,4.0,6.0
layer_3,18.0,4.0,0.0,84.0,144.0,16.0,0.0,0.0,2.0,11.0,1.0,119.0
layer_4,152.0,44.0,0.0,2.0,93.0,13.0,6.0,0.0,15.0,5.0,2.0,5.0
layer_5,22.0,0.0,6.0,0.0,4.0,9.0,1.0,0.0,0.0,9.0,41.0,0.0
layer_6,0.0,4.0,0.0,1.0,33.0,0.0,0.0,2.0,0.0,368.0,0.0,37.0
layer_7,52.0,0.0,7.0,0.0,109.0,194.0,0.0,0.0,40.0,82.0,52.0,3.0
layer_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,3.0,0.0
layer_9,4.0,0.0,249.0,0.0,0.0,68.0,0.0,161.0,41.0,18.0,0.0,24.0
layer_10,2.0,1.0,227.0,1.0,1.0,1.0,145.0,2.0,12.0,1.0,8.0,2.0
layer_11,1.0,2.0,7.0,16.0,49.0,17.0,1.0,4.0,24.0,1.0,1.0,1.0
