,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,30,0,64,0,0,0,77,0,0,1,3,2
layer_1,0,5,0,0,0,0,0,1,5,1,4,0
layer_2,0,0,1,0,2,0,0,0,0,0,0,1
layer_3,0,0,0,2,0,8,0,0,3,0,0,1
layer_4,0,0,0,0,34,15,32,3,226,1,53,0
layer_5,0,0,0,0,0,0,0,0,0,0,0,0
layer_6,0,0,100,0,0,0,0,0,0,0,2,77
layer_7,0,0,0,13,1,0,0,0,0,0,0,0
layer_8,0,0,7,0,97,9,0,0,184,0,44,0
layer_9,0,0,0,0,0,0,0,0,6,0,0,0
layer_10,1,1,86,4,5,2,3,6,54,25,5,6
layer_11,154,10,1,6,4,9,145,173,255,15,32,0
