,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,39.0,64.0,59.0,68.0,51.0,46.0,47.0,52.0,52.0,66.0,69.0,75.0,55.0,65.0,62.0,41.0,37.0,64.0,26.0,62.0,81.0,62.0,37.0,70.0,40.0,52.0,55.0,88.0,47.0,40.0,71.0,67.0,58.0,72.0,63.0,74.0,63.0,65.0,89.0,97.0,55.0,73.0,80.0,41.0,58.0,73.0,42.0,37.0,88.0,68.0,50.0,67.0,66.0,81.0,78.0,61.0,82.0,66.0,61.0,42.0,66.0,73.0,86.0,71.0,43.0,61.0,55.0,63.0,59.0,59.0,67.0
layer_1,43.0,59.0,43.0,37.0,59.0,41.0,41.0,64.0,41.0,44.0,40.0,56.0,43.0,50.0,51.0,52.0,46.0,43.0,56.0,42.0,45.0,40.0,42.0,42.0,48.0,37.0,42.0,49.0,60.0,43.0,53.0,38.0,49.0,48.0,70.0,48.0,44.0,59.0,50.0,53.0,53.0,46.0,45.0,45.0,42.0,45.0,31.0,41.0,57.0,47.0,47.0,45.0,41.0,38.0,37.0,51.0,40.0,47.0,57.0,39.0,44.0,57.0,47.0,54.0,48.0,51.0,52.0,39.0,64.0,56.0,46.0
layer_2,34.0,45.0,36.0,30.0,38.0,79.0,20.0,23.0,30.0,19.0,51.0,33.0,34.0,32.0,22.0,23.0,59.0,26.0,26.0,38.0,39.0,47.0,27.0,42.0,52.0,24.0,26.0,38.0,26.0,15.0,16.0,43.0,29.0,25.0,39.0,34.0,26.0,19.0,37.0,22.0,69.0,29.0,20.0,22.0,27.0,40.0,31.0,25.0,18.0,18.0,20.0,60.0,55.0,21.0,19.0,35.0,25.0,38.0,28.0,27.0,34.0,65.0,20.0,34.0,27.0,20.0,23.0,12.0,32.0,49.0,37.0
layer_3,13.0,19.0,13.0,27.0,34.0,63.0,17.0,15.0,12.0,45.0,22.0,18.0,36.0,28.0,24.0,27.0,14.0,13.0,17.0,63.0,16.0,25.0,16.0,17.0,19.0,22.0,51.0,34.0,20.0,36.0,28.0,19.0,13.0,39.0,35.0,23.0,33.0,14.0,70.0,18.0,24.0,13.0,17.0,16.0,15.0,13.0,12.0,12.0,25.0,29.0,20.0,34.0,14.0,108.0,18.0,13.0,36.0,35.0,19.0,28.0,51.0,18.0,14.0,16.0,14.0,20.0,38.0,17.0,30.0,77.0,14.0
layer_4,15.0,14.0,15.0,40.0,22.0,15.0,16.0,27.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,22.0,15.0,15.0,37.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,24.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,29.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,22.0,15.0,15.0,14.0,15.0,15.0,15.0
layer_5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,27.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,16.0,17.0,15.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,30.0,15.0,17.0,15.0,15.0,15.0,17.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
layer_6,15.0,15.0,15.0,16.0,15.0,16.0,19.0,14.0,39.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,19.0,15.0,15.0,15.0,15.0,22.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,25.0,15.0,15.0,15.0,18.0,15.0,15.0,15.0,15.0,34.0,15.0,15.0,38.0,18.0,44.0,15.0,17.0,16.0,23.0,17.0,17.0,15.0,16.0,48.0,15.0,16.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,18.0
layer_7,15.0,14.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,17.0,15.0,19.0,32.0,16.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,16.0,15.0,17.0,15.0,23.0,36.0,25.0,15.0,15.0,15.0,19.0,17.0,15.0,15.0,17.0,15.0,16.0,15.0,15.0,18.0,15.0,15.0,52.0,28.0,15.0,15.0,15.0,15.0,15.0,15.0
layer_8,13.0,18.0,23.0,15.0,22.0,15.0,15.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,41.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,29.0,34.0,16.0,19.0,18.0,43.0,18.0,17.0,15.0,32.0,19.0,15.0,24.0,15.0,15.0,14.0,16.0,16.0,15.0,15.0,17.0,23.0,15.0,17.0,15.0,15.0,17.0,15.0,21.0,15.0,15.0,19.0,17.0,15.0,15.0,16.0,15.0,16.0,15.0,21.0,16.0,15.0,16.0,15.0
layer_9,23.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,15.0,15.0,36.0,14.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,34.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,34.0
