,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,20.549347,5.730206,32.017834,2.6099148,4.6265206,4.047547,4.2744236,4.004079,5.612986,3.9130805,5.7459016,14.115987,2.6825492,1.6885362,1.8442667,7.811617,0.8809319,3.0517242,0.4766052,0.90719,5.972998,5.224986,1.49772,10.041599,7.9846973,14.948866,7.488798,9.274841,1.2236632,0.05754329,0.2949405,9.2982066e-07
layer_1,6.5642996,12.577792,1.4494689,11.112658,6.8856964,3.8814785,4.8302937,1.9477378,1.1242005,1.1758231,9.243106,6.994333,10.327875,1.7926062,2.5552707,1.5359343,12.528443,4.8229737,4.686857,1.4622769,13.606861,15.692419,0.98002356,0.42033872,2.957882,0.96263963,2.2502985,1.8486009,5.3858104,3.3947413,4.1022897,1.5471948
layer_2,3.108132,2.6182084,2.0197675,1.324211,3.4641805,2.9059067,1.3047048,8.44599,2.73012,2.48916,0.86941975,1.9802349,0.058191944,1.0191334,1.0622385,0.39770657,3.1075056,0.87358767,2.2403033,2.6835747,0.15132356,0.0068691056,0.09636719,0.40440443,1.6382717,0.03831155,0.47483382,1.4566197,5.5427523,1.6150353,17.83224,6.9041834
layer_3,2.3215644,1.4524082,5.1619368,1.6881301,2.174544,3.0219917,2.4683783,2.5158317,4.9814734,1.824141,7.9233475,3.6248732,1.3813859,3.0808883,0.7445345,6.239156,6.625735,8.888293,4.2214193,2.188319,4.475002,3.6167164,2.8759084,1.1980667,8.402723,1.4612767,1.8732396,0.79534894,12.3486,5.4770894,8.136949,7.324442
layer_4,1.5671451,2.4960623,2.649362,0.84451514,18.980858,4.289166,7.2199645,14.474192,4.160468,8.970361,4.338593,1.8192904,11.808467,10.472152,9.184141,5.9865665,0.19261049,6.9118958,3.6866388,0.607731,0.7430767,1.7435912,2.844053,4.937498,15.1231165,7.8008947,3.635175,9.594111,1.4064822,1.0621904,0.3753005,4.8452573
layer_5,2.3564804,1.9970497,7.865883,8.032468,3.3717356,0.30552715,2.1171072,1.2044576,0.057311222,0.10665939,0.025539285,0.81058383,8.730473,11.801233,7.521773,11.9662895,9.062816,7.0521674,5.5908337,3.2752216,1.506255,5.203015,2.158924,1.6491593,2.5786712,5.4124455,4.6546187,4.2205787,14.287623,16.518541,16.805738,13.075438
layer_6,4.8932977,12.873876,1.0362637,2.0203285,7.8717213,4.9190116,5.1292534,14.268937,10.997483,1.60265,22.417757,9.4728775,14.232469,17.867844,3.5142388,15.87223,15.465553,3.11503,7.6180906,8.442298,9.362098,6.623668,8.958374,5.0128303,3.7261512,12.550666,2.0318286,5.28021,1.5579237,6.1462855,23.342022,0.49836853
layer_7,7.7360086,15.982819,30.83992,1.0269202,9.79937,8.890499,4.520925,4.094884,10.379606,12.287028,11.8864155,18.769663,14.458427,4.2875605,5.0216594,6.015529,6.5359745,22.186773,15.229916,12.949307,8.881542,8.997371,3.3157334,4.9321423,4.7914057,0.060271185,4.7924643,5.417694,14.343325,8.982629,9.077467,6.9041815
layer_8,1.7425356,0.19240281,3.730312,2.2219594,13.064618,15.380572,9.866399,8.771167,2.8807366,1.4899513,2.2467394,0.45584866,7.391917,10.987796,5.0472856,16.173382,9.289463,7.509342,8.839013,10.86749,9.312004,11.289069,21.914959,3.7559154,5.8245378,5.0313373,4.108665,4.4758015,5.565084,7.8792768,7.8264728,15.166817
layer_9,8.424825,10.255176,11.648125,7.734389,5.130491,2.9036696,6.093215,1.0670162,19.801,27.705034,18.672535,27.898478,3.176347,4.153075,3.2286587,4.735433,4.9444366,8.172648,3.9066527,10.037502,5.111695,3.1703951,8.556841,5.802633,10.970559,2.2865403,7.044372,0.58805674,5.8835864,8.368467,7.700124,6.905622
