,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,16,0,12,0,16,0,26,30,7,13,9,13
layer_1,22,15,20,7,15,7,8,12,7,7,26,0
layer_2,12,7,40,13,21,26,9,22,15,50,21,7
layer_3,7,8,23,19,7,7,40,46,14,10,7,11
layer_4,10,10,7,44,7,9,7,4,7,7,7,40
layer_5,7,7,15,9,8,7,15,7,7,7,22,7
layer_6,20,7,7,7,7,7,7,7,31,7,7,7
layer_7,11,7,7,7,7,7,7,8,11,7,7,7
layer_8,7,7,8,7,7,11,7,9,9,7,7,7
layer_9,12,7,9,13,7,7,7,7,9,7,7,7
layer_10,7,7,7,7,7,8,7,7,7,7,7,8
layer_11,8,7,7,10,7,7,7,7,10,7,8,7
