,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,34.0,0.0,9.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0
layer_3,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,28.0,0.0,4.0,13.0
layer_4,0.0,0.0,0.0,0.0,5.0,0.0,8.0,5.0,14.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
layer_5,0.0,0.0,1.0,1.0,64.0,1.0,28.0,0.0,5.0,0.0,2.0,0.0,42.0,2.0,0.0,6.0,12.0,29.0,2.0,0.0,1.0,0.0,171.0,53.0,2.0,1.0,0.0,0.0,1.0,1.0,32.0,3.0
layer_6,2.0,116.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,1.0,15.0,2.0,1.0,2.0,2.0,11.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,38.0,4.0,61.0
layer_7,4.0,0.0,2.0,0.0,2.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,24.0,8.0,16.0,1.0,0.0,0.0,1.0,0.0,41.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,5.0
layer_8,1.0,0.0,9.0,0.0,9.0,5.0,1.0,4.0,0.0,2.0,2.0,24.0,37.0,30.0,9.0,17.0,0.0,2.0,2.0,5.0,0.0,0.0,8.0,1.0,0.0,52.0,3.0,1.0,0.0,125.0,0.0,3.0
layer_9,6.0,0.0,0.0,6.0,38.0,11.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,65.0,14.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,37.0,0.0,0.0,1.0,3.0,18.0
layer_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
layer_11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_12,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
layer_13,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
layer_14,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
layer_15,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
