,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,82.0,0.0,428.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,171.0,65.0,0.0,4.0,3.0,158.0,2.0,0.0,0.0,0.0,0.0,0.0
layer_1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
layer_3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,9.0,84.0,180.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,126.0,0.0,56.0,14.0
layer_4,0.0,0.0,0.0,0.0,31.0,0.0,5.0,61.0,11.0,1.0,0.0,0.0,25.0,12.0,0.0,22.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,68.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
layer_5,0.0,1.0,23.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,5.0,0.0,121.0,57.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,13.0,6.0,3.0
layer_6,245.0,75.0,62.0,249.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,3.0,12.0,0.0,16.0,3.0,0.0,0.0,4.0,41.0,14.0,196.0
layer_7,19.0,4.0,1.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,24.0,264.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,122.0
layer_8,3.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,20.0,25.0,0.0,299.0,49.0,67.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,78.0,319.0,0.0,0.0,239.0,0.0,0.0
layer_9,12.0,1.0,1.0,10.0,249.0,77.0,4.0,9.0,0.0,0.0,0.0,183.0,0.0,84.0,39.0,33.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,3.0,150.0,0.0,39.0,206.0,14.0,5.0
layer_10,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,24.0,33.0,13.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
layer_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,13.0
layer_12,0.0,0.0,0.0,65.0,0.0,0.0,0.0,11.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,49.0,0.0,13.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
layer_13,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0
layer_14,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,10.0,0.0,0.0,0.0,0.0
layer_15,32.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0
