,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,29,0,47,0,10,1,16,123,28,2,11,0
layer_1,1,14,23,0,82,6,2,0,0,11,6,9
layer_2,0,0,178,1,7,14,0,3,0,18,0,0
layer_3,117,0,1,59,14,0,0,0,1,105,0,0
layer_4,26,91,6,85,46,14,25,23,16,19,16,9
layer_5,0,0,0,20,0,0,0,0,0,0,33,16
layer_6,1,10,0,118,0,0,0,0,0,163,10,2
layer_7,3,11,0,45,5,25,7,2,0,0,2,1
layer_8,0,10,0,0,47,22,3,0,45,0,9,22
layer_9,0,55,0,0,0,5,4,0,109,0,0,5
layer_10,3,0,62,50,7,92,1,0,24,31,26,46
layer_11,49,101,72,3,22,1,15,1,61,1,43,144
