,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,97,0,160,0,61,7,52,81,13,6,68,0
layer_1,4,42,20,0,4,74,1,7,27,14,29,1
layer_2,0,0,202,0,49,0,0,0,0,3,0,0
layer_3,198,0,0,2,1,0,1,0,7,6,0,0
layer_4,12,127,28,99,77,5,4,11,59,1,63,23
layer_5,0,0,0,0,0,0,0,0,5,0,11,10
layer_6,0,9,1,234,4,0,0,0,6,103,0,10
layer_7,17,0,0,381,27,143,2,0,0,0,0,1
layer_8,1,64,0,0,81,30,4,12,46,2,20,209
layer_9,0,176,0,0,7,91,0,6,273,1,1,334
layer_10,14,2,27,171,12,1,14,2,6,13,7,199
layer_11,112,4,16,62,7,51,52,3,107,4,222,135
