,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,387,307,248,242,118,212,222,149,97,59,14,165,54,89,6,59
layer_1,89,398,209,40,181,145,96,146,36,68,50,17,66,68,19,28
layer_2,352,345,202,152,79,54,9,210,75,13,16,28,11,20,15,24
layer_3,433,79,294,188,123,31,14,163,124,5,76,12,55,61,24,4
layer_4,399,477,80,58,86,321,140,35,34,12,174,16,46,9,27,13
layer_5,332,423,299,179,63,428,8,29,24,60,42,13,8,9,8,11
layer_6,185,335,75,588,48,17,138,49,18,16,8,16,8,8,8,8
layer_7,398,379,29,64,17,357,167,126,20,122,50,29,9,8,8,10
layer_8,468,56,349,411,104,194,10,18,26,9,9,8,8,8,8,8
layer_9,558,118,23,144,68,17,167,9,9,9,8,8,8,8,8,8
layer_10,449,222,27,206,126,27,281,14,8,8,8,9,8,8,8,8
layer_11,299,164,75,34,8,60,9,39,10,10,8,8,8,8,8,8
layer_12,340,330,173,126,101,10,40,29,9,28,8,9,8,8,8,8
layer_13,331,186,211,53,43,11,8,12,27,8,36,8,8,8,8,8
layer_14,289,185,11,32,63,53,11,9,55,21,8,8,8,8,8,9
layer_15,212,445,218,21,19,8,75,22,15,8,17,8,8,8,8,8
layer_16,470,270,8,131,15,19,11,8,9,8,8,8,8,9,8,8
layer_17,275,328,70,334,37,12,33,43,9,10,9,8,8,8,8,8
layer_18,448,86,59,48,106,29,9,9,11,8,8,8,8,8,9,8
layer_19,360,303,23,124,24,37,138,8,8,14,8,8,8,8,8,7
layer_20,328,227,43,10,34,43,17,86,41,8,8,8,8,8,8,8
layer_21,449,169,265,313,22,34,252,8,25,8,8,8,8,8,109,16
layer_22,470,230,190,10,416,180,299,82,9,17,8,8,7,8,8,10
layer_23,498,330,59,353,40,359,26,343,60,106,10,14,11,11,51,20
