,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,33,34,39,46,42,29,53,67,53,46,51,53,61,43,49,49
layer_1,48,51,46,52,64,32,33,41,55,50,43,50,91,65,52,42
layer_2,38,37,28,38,42,46,51,36,41,35,39,40,46,37,52,40
layer_3,75,66,76,27,30,71,29,42,28,50,41,27,35,51,37,40
layer_4,74,76,72,87,89,87,31,80,81,62,49,30,70,73,67,78
layer_5,41,57,53,90,73,80,84,42,51,78,93,55,132,111,78,60
layer_6,137,72,52,75,49,38,47,43,89,46,54,95,75,66,56,91
layer_7,70,50,85,80,49,126,66,43,47,116,74,73,71,66,63,44
layer_8,34,83,84,44,43,68,34,74,32,28,36,69,25,27,78,25
layer_9,55,53,107,26,49,31,71,65,33,51,64,73,60,57,80,40
layer_10,27,48,26,28,27,31,27,42,27,27,42,26,27,28,60,27
layer_11,38,40,31,57,71,72,37,35,35,47,97,89,53,42,62,37
layer_12,37,28,27,26,26,27,27,28,29,37,27,31,26,28,33,27
layer_13,52,33,49,37,30,31,26,32,37,35,37,35,43,30,62,46
layer_14,27,27,31,27,26,26,26,27,27,26,29,44,27,26,26,34
layer_15,28,27,42,44,31,29,29,34,29,63,27,32,33,39,28,39
layer_16,27,27,25,27,29,25,27,26,27,29,25,27,27,25,27,26
layer_17,38,44,27,29,30,29,45,29,25,68,32,51,33,28,68,25
layer_18,26,26,29,24,24,27,27,26,26,32,27,27,25,26,28,26
layer_19,27,34,27,28,28,27,28,28,31,26,26,28,30,43,28,27
layer_20,26,22,27,25,28,27,27,27,27,26,29,27,25,27,27,27
layer_21,29,27,27,27,38,27,27,28,27,27,31,50,28,55,26,51
layer_22,24,25,55,35,26,27,25,26,27,29,25,37,28,29,33,25
layer_23,67,65,29,29,42,47,59,28,65,57,60,57,59,60,57,44
