,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,8.247193,0.049122818,4.724436,13.114068,30.026133,0.12033006,10.808158,18.916788,5.140645,5.527604,3.8114066,4.9796023
layer_1,39.314774,7.7344813,6.130556,4.9815354,5.8675094,3.3003588,10.675303,4.9012284,3.5037754,2.2760546,10.310849,0.64350986
layer_2,9.710118,2.1705663,39.39159,13.320402,41.34448,7.8539453,3.14261,8.733275,41.05954,19.07286,9.340742,4.238462
layer_3,1.0650862,3.5943832,25.610594,31.144497,1.3231778,3.4204729,13.80317,13.459061,11.63623,34.452267,4.397901,19.09976
layer_4,26.105564,6.4209423,2.0435057,5.788974,4.7753806,11.03177,5.0983386,7.9684706,2.2432835,9.524511,1.6518805,38.980457
layer_5,1.2150234,1.0008042,12.367473,7.712644,9.122366,1.2061981,10.698614,10.000464,1.4866364,1.5282524,3.8092682,2.3175852
layer_6,11.871641,2.2388499,1.7083586,2.8421497,4.5950236,3.4529052,2.1599517,4.3689065,21.094719,0.9496318,1.5104516,9.061728
layer_7,10.297637,1.4471399,1.0390803,4.194804,5.9881926,3.7719846,1.7601709,1.4362545,10.349519,4.589739,1.053275,1.1844851
layer_8,1.872867,1.0467921,1.9506893,1.6989434,3.3972123,10.224469,1.3353018,8.095548,3.3720758,2.0690997,2.1572845,1.5182358
layer_9,2.6856277,1.0939354,1.7580907,7.990427,1.3218926,2.0269256,1.1653061,2.012608,1.5122474,1.1307678,9.59332,1.0952938
layer_10,1.4983432,1.2451197,1.3843569,1.5918807,1.7761755,5.473599,1.3518875,1.8608223,1.1805358,8.82486,1.2287564,2.1404748
layer_11,4.9048834,2.1957605,1.4981213,4.241467,1.9056214,1.4493532,1.438612,2.7175663,10.771805,1.2981577,3.8483927,5.1760626
