,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.0,4.0,3.0,6.0,0.0,37.0,55.0,13.0,1.0,24.0,0.0,87.0,15.0,44.0,0.0,24.0
layer_1,0.0,0.0,0.0,0.0,4.0,1.0,19.0,53.0,4.0,12.0,16.0,3.0,23.0,12.0,4.0,4.0
layer_2,0.0,5.0,3.0,0.0,1.0,0.0,5.0,81.0,1.0,0.0,6.0,14.0,3.0,9.0,0.0,4.0
layer_3,0.0,1.0,29.0,3.0,12.0,19.0,0.0,45.0,15.0,1.0,1.0,0.0,12.0,9.0,4.0,0.0
layer_4,0.0,106.0,2.0,4.0,58.0,37.0,42.0,22.0,18.0,8.0,54.0,3.0,23.0,1.0,7.0,1.0
layer_5,7.0,17.0,20.0,20.0,16.0,157.0,15.0,7.0,23.0,10.0,8.0,14.0,7.0,8.0,7.0,7.0
layer_6,25.0,6.0,1.0,139.0,4.0,9.0,52.0,35.0,10.0,12.0,8.0,16.0,7.0,7.0,7.0,7.0
layer_7,0.0,57.0,7.0,30.0,1.0,16.0,18.0,80.0,25.0,27.0,21.0,10.0,8.0,8.0,7.0,7.0
layer_8,2.0,0.0,38.0,62.0,25.0,145.0,13.0,19.0,24.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0
layer_9,23.0,35.0,14.0,12.0,24.0,10.0,37.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0
layer_10,142.0,11.0,12.0,23.0,36.0,15.0,154.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
layer_11,3.0,61.0,7.0,21.0,6.0,31.0,7.0,24.0,16.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0
layer_12,85.0,14.0,28.0,29.0,9.0,12.0,22.0,11.0,12.0,34.0,7.0,11.0,7.0,7.0,7.0,7.0
layer_13,28.0,26.0,61.0,11.0,36.0,17.0,7.0,31.0,24.0,8.0,35.0,7.0,7.0,7.0,7.0,7.0
layer_14,90.0,13.0,11.0,11.0,8.0,33.0,16.0,6.0,23.0,23.0,7.0,7.0,7.0,7.0,7.0,7.0
layer_15,0.0,48.0,35.0,10.0,16.0,7.0,33.0,18.0,23.0,11.0,8.0,7.0,7.0,7.0,7.0,13.0
layer_16,10.0,52.0,7.0,26.0,12.0,20.0,8.0,8.0,10.0,7.0,7.0,7.0,7.0,19.0,7.0,7.0
layer_17,2.0,83.0,39.0,64.0,5.0,14.0,9.0,29.0,10.0,14.0,8.0,7.0,7.0,6.0,7.0,8.0
layer_18,24.0,4.0,17.0,32.0,10.0,11.0,7.0,8.0,16.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0
layer_19,7.0,21.0,1.0,17.0,10.0,22.0,13.0,9.0,7.0,18.0,7.0,11.0,9.0,7.0,7.0,7.0
layer_20,1.0,37.0,17.0,7.0,9.0,21.0,7.0,14.0,13.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0
layer_21,1.0,0.0,16.0,24.0,9.0,13.0,40.0,12.0,6.0,9.0,8.0,7.0,7.0,7.0,9.0,7.0
layer_22,4.0,32.0,51.0,10.0,18.0,2.0,25.0,18.0,11.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0
layer_23,0.0,7.0,6.0,2.0,9.0,5.0,3.0,2.0,6.0,0.0,4.0,5.0,7.0,7.0,10.0,6.0
