,0,1,2,3,4,5,6,7,8,9,10,11
0,0.04531722,0.035246726,0.04431017,0.035246726,0.038267877,0.038267877,0.04733132,0.037260827,0.040281974,0.04431017,0.042296074,0.042296074
1,0.039274924,0.03323263,0.04330312,0.04531722,0.04733132,0.041289024,0.039274924,0.040281974,0.04330312,0.04632427,0.042296074,0.037260827
2,0.035246726,0.04531722,0.03323263,0.03021148,0.035246726,0.035246726,0.039274924,0.042296074,0.03222558,0.038267877,0.039274924,0.04531722
3,0.04531722,0.041289024,0.03222558,0.04632427,0.04531722,0.04531722,0.03222558,0.03423968,0.03323263,0.04632427,0.04531722,0.041289024
4,0.04531722,0.04431017,0.04531722,0.039274924,0.04531722,0.042296074,0.04330312,0.035246726,0.04431017,0.04531722,0.04531722,0.03121853
5,0.04431017,0.04431017,0.04531722,0.04733132,0.04632427,0.04431017,0.04330312,0.04531722,0.04531722,0.04531722,0.04531722,0.04531722
6,0.04330312,0.04531722,0.04531722,0.04531722,0.037260827,0.04531722,0.04531722,0.04531722,0.038267877,0.04531722,0.04531722,0.04531722
7,0.04330312,0.04531722,0.04531722,0.04531722,0.04531722,0.04531722,0.04531722,0.04431017,0.04531722,0.04531722,0.04531722,0.04531722
8,0.04531722,0.04531722,0.04531722,0.04531722,0.04531722,0.04531722,0.04934542,0.04632427,0.04531722,0.04531722,0.04531722,0.04531722
9,0.04531722,0.04531722,0.04531722,0.04431017,0.04531722,0.04531722,0.04531722,0.04531722,0.03323263,0.04531722,0.04531722,0.04531722
10,0.04934542,0.04531722,0.04531722,0.04531722,0.04531722,0.04632427,0.04531722,0.04531722,0.04431017,0.04632427,0.04531722,0.04531722
11,0.04632427,0.04531722,0.04531722,0.04431017,0.04531722,0.04531722,0.04531722,0.04531722,0.038267877,0.04531722,0.04531722,0.04531722
