,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,4,1,0,0,14,1,9,14,0,4,0,0
layer_1,5,0,8,0,0,1,1,9,8,1,5,9
layer_2,0,1,31,7,2,8,0,9,4,0,5,1
layer_3,4,1,2,3,10,1,5,1,22,1,3,2
layer_4,2,2,13,0,9,4,16,0,4,14,8,8
layer_5,4,1,1,8,27,8,1,5,3,4,4,7
layer_6,6,18,15,2,7,6,8,11,7,8,10,23
layer_7,9,3,5,5,9,9,6,3,15,7,7,3
layer_8,8,6,2,3,19,11,10,3,11,2,7,18
layer_9,3,0,21,21,17,8,5,4,0,1,7,6
layer_10,10,30,16,14,20,14,6,25,5,12,6,12
layer_11,13,9,3,18,2,2,12,4,6,4,8,6
