,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,183,146,306,108,220,67,153,228,140,454,95,37,136,222,60,142
layer_1,299,322,322,118,417,252,161,445,421,161,536,505,130,231,177,502
layer_2,291,200,146,488,81,154,337,312,107,422,279,267,290,240,451,410
layer_3,64,101,75,60,66,350,79,64,63,64,67,84,66,99,65,92
layer_4,66,64,71,87,64,77,64,135,76,64,64,81,64,64,78,74
layer_5,294,130,125,64,74,212,202,65,65,85,63,57,64,72,64,283
layer_6,136,248,64,70,70,98,79,64,71,64,72,62,44,63,64,64
layer_7,72,348,67,64,75,65,65,65,63,63,64,142,64,82,130,63
layer_8,64,65,29,78,116,86,125,68,67,67,69,65,334,64,65,65
layer_9,64,94,70,68,28,148,65,76,62,102,70,82,64,189,64,64
layer_10,66,65,67,116,208,65,72,65,64,90,63,98,66,64,87,62
layer_11,64,158,82,48,180,101,32,67,77,65,30,239,161,90,76,66
layer_12,70,64,64,64,69,64,66,96,65,64,70,69,126,102,84,64
layer_13,88,64,74,65,64,24,70,65,60,67,71,69,95,72,93,66
layer_14,78,51,64,64,71,58,65,67,112,195,62,64,68,64,64,64
layer_15,54,85,52,30,61,64,70,65,80,72,64,71,64,151,78,66
layer_16,64,64,82,130,65,64,66,64,52,63,108,63,69,64,65,64
layer_17,35,64,76,65,64,64,65,64,64,67,64,65,65,73,62,51
layer_18,32,64,64,64,64,64,66,42,63,87,64,113,64,64,64,65
layer_19,65,63,79,64,120,64,65,64,64,64,64,85,63,64,65,64
layer_20,64,65,64,82,64,71,53,64,64,57,65,97,53,64,178,64
layer_21,64,64,64,63,64,75,64,64,65,65,65,64,57,64,64,66
layer_22,65,64,62,65,63,65,71,65,39,64,64,64,64,64,64,64
layer_23,62,67,64,64,66,95,63,64,101,65,70,65,64,64,66,65
layer_24,65,64,70,63,65,64,67,74,67,63,70,65,81,108,64,64
layer_25,64,71,64,64,72,64,98,63,65,66,64,64,64,72,64,64
layer_26,64,65,66,64,64,66,64,65,51,99,78,64,76,66,65,90
layer_27,59,62,20,211,68,53,64,54,64,65,61,65,56,57,64,59
