,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,309,6,1000,3,164,15,209,873,234,7,264,2
layer_1,14,425,1076,0,279,164,205,7,27,621,344,8
layer_2,6,0,1222,4,78,127,0,9,26,460,2,5
layer_3,1063,0,12,157,143,2,6,1,18,221,4,0
layer_4,601,731,90,993,274,210,652,88,323,202,265,135
layer_5,4,1,0,3,1,5,1,0,36,0,544,85
layer_6,4,94,54,956,37,4,4,1,41,994,41,19
layer_7,312,55,0,619,111,557,9,9,0,1,2,16
layer_8,1,193,13,0,1093,282,69,37,1056,20,512,406
layer_9,0,1064,2,3,22,484,18,69,1042,9,4,398
layer_10,95,42,1264,714,155,328,84,14,678,790,209,1003
layer_11,878,618,1053,195,1236,195,296,30,1257,17,1031,1270
