,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,79.0,14.0,175.0,37.0,56.0,0.0,7.0,76.0,226.0,17.0,147.0,53.0
layer_1,72.0,130.0,4.0,6.0,6.0,66.0,30.0,93.0,0.0,374.0,0.0,0.0
layer_2,12.0,1.0,1.0,39.0,4.0,1.0,187.0,0.0,1.0,340.0,3.0,11.0
layer_3,13.0,0.0,286.0,2.0,11.0,2.0,1.0,0.0,42.0,10.0,3.0,14.0
layer_4,45.0,251.0,4.0,32.0,1.0,5.0,0.0,0.0,47.0,36.0,0.0,4.0
layer_5,11.0,0.0,1.0,15.0,11.0,12.0,6.0,402.0,2.0,7.0,7.0,0.0
layer_6,34.0,75.0,163.0,420.0,0.0,2.0,30.0,0.0,260.0,0.0,40.0,37.0
layer_7,0.0,12.0,164.0,455.0,0.0,4.0,0.0,11.0,13.0,0.0,27.0,135.0
layer_8,54.0,5.0,51.0,234.0,0.0,0.0,378.0,169.0,215.0,67.0,8.0,21.0
layer_9,1.0,28.0,18.0,655.0,2.0,42.0,203.0,1.0,197.0,155.0,4.0,7.0
layer_10,341.0,1.0,0.0,1.0,59.0,314.0,38.0,4.0,2.0,198.0,5.0,0.0
layer_11,394.0,395.0,0.0,418.0,497.0,119.0,2.0,2.0,29.0,87.0,421.0,421.0
