,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,58,15,69,48,129,34,14,120,41,10,12,29,0,19,23,28,99,13,25,14,12,156,11,15
layer_1,51,3,28,8,4,1,3,5,3,3,5,10,5,0,166,14,3,0,58,12,1,77,6,0
layer_2,12,0,20,23,1,0,0,0,34,7,2,0,0,53,0,2,0,0,5,13,4,1,2,13
layer_3,3,2,4,3,18,17,1,19,61,26,2,16,26,149,4,15,13,2,0,13,0,0,1,1
layer_4,78,0,1,5,1,42,55,0,0,0,1,17,28,37,0,1,14,1,2,1,2,1,27,200
layer_5,25,134,81,4,17,24,29,2,197,7,33,3,33,3,55,37,136,3,0,33,6,35,50,4
layer_6,30,3,30,67,81,2,166,33,5,4,28,6,1,67,0,171,14,2,181,0,0,0,84,3
layer_7,10,83,32,1,34,122,70,94,31,126,68,126,3,3,5,131,75,63,21,3,6,10,0,2
layer_8,11,114,1,112,125,2,21,59,3,1,10,75,20,127,126,45,1,3,185,21,1,0,14,31
layer_9,0,1,0,53,42,0,10,2,0,0,103,81,2,10,18,0,1,190,0,151,0,4,21,2
layer_10,85,62,0,66,1,0,0,0,6,4,147,30,48,26,86,118,0,24,16,19,30,86,26,3
layer_11,58,36,40,68,43,51,115,58,93,62,87,70,106,32,117,33,40,76,108,62,82,21,34,89
layer_12,52,4,43,47,47,6,46,2,11,29,2,4,55,27,43,20,46,33,46,45,47,78,37,22
layer_13,14,28,45,51,56,13,69,13,54,45,11,68,56,48,95,76,8,37,51,31,39,28,3,56
layer_14,22,8,56,124,6,20,5,6,10,7,11,2,6,62,5,94,11,9,16,162,5,17,7,7
layer_15,9,12,26,28,5,22,10,38,43,23,15,31,6,42,10,8,13,4,5,17,7,5,9,8
layer_16,7,10,4,25,14,27,6,9,10,24,12,8,12,6,7,7,14,6,9,9,82,11,4,99
layer_17,7,40,24,11,16,13,19,9,59,10,10,12,6,8,9,8,38,9,16,9,8,8,24,26
layer_18,56,35,6,10,7,15,66,9,35,20,13,17,11,6,11,27,12,13,22,24,17,20,22,19
layer_19,3,16,22,16,5,35,39,19,11,13,12,136,13,15,12,20,5,31,8,9,6,13,7,12
layer_20,4,23,11,12,31,13,22,20,7,8,10,11,9,5,20,10,10,12,28,16,8,4,11,21
layer_21,6,21,15,28,4,4,18,21,12,11,12,11,12,4,21,13,11,16,15,12,15,5,14,7
layer_22,17,15,7,2,2,16,18,11,11,13,19,12,3,14,20,15,10,13,17,15,4,10,10,4
layer_23,14,2,2,19,9,21,12,39,17,7,21,21,19,18,11,1,5,9,15,32,12,6,3,6
