,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,231,10,165,53,33,0,0,250,212,47,192,20
layer_1,80,134,6,20,21,15,16,91,0,507,0,0
layer_2,1,1,0,2,1,0,147,0,4,414,0,11
layer_3,0,0,169,0,78,0,9,2,13,2,13,93
layer_4,3,592,1,13,0,2,27,0,21,7,0,0
layer_5,83,2,0,9,61,13,2,401,0,10,0,0
layer_6,1,13,40,393,0,0,4,0,98,2,283,249
layer_7,1,102,638,679,7,1,14,3,28,0,14,206
layer_8,42,5,4,238,21,16,309,250,564,4,23,15
layer_9,0,107,58,667,0,62,67,13,86,12,0,39
layer_10,149,10,29,10,8,720,8,11,0,78,10,21
layer_11,285,65,0,545,690,203,7,44,99,97,160,547
