,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,49.0,0.0,46.0,0.0,1.0,2.0,47.0,30.0,43.0,56.0,11.0,42.0
layer_1,21.0,29.0,56.0,15.0,37.0,33.0,24.0,47.0,16.0,15.0,62.0,5.0
layer_2,26.0,18.0,19.0,12.0,7.0,31.0,21.0,39.0,45.0,42.0,53.0,15.0
layer_3,17.0,18.0,15.0,6.0,15.0,15.0,8.0,38.0,34.0,16.0,15.0,27.0
layer_4,12.0,14.0,15.0,23.0,15.0,18.0,25.0,4.0,15.0,15.0,16.0,25.0
layer_5,15.0,16.0,25.0,14.0,23.0,18.0,15.0,16.0,16.0,15.0,17.0,15.0
layer_6,23.0,15.0,15.0,15.0,24.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0
layer_7,24.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,16.0,15.0,17.0,15.0
layer_8,15.0,15.0,15.0,15.0,15.0,16.0,17.0,20.0,15.0,15.0,15.0,15.0
layer_9,15.0,15.0,15.0,20.0,15.0,15.0,15.0,15.0,22.0,15.0,15.0,15.0
layer_10,16.0,15.0,15.0,14.0,15.0,16.0,15.0,16.0,15.0,18.0,15.0,15.0
layer_11,16.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,32.0,15.0,15.0,15.0
