,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,177.55086,5.7014995,176.66507,17.114561,85.72467,7.227128,188.78412,249.70169,172.4925,182.45871,133.40054,157.80484
layer_1,242.06223,246.21855,210.13945,158.52795,197.4674,169.63002,170.24916,182.95985,176.6901,174.83722,166.21141,28.045937
layer_2,264.09186,165.64871,250.21901,269.58716,208.36497,277.9741,193.96147,180.89682,264.89856,268.21127,218.22017,185.57483
layer_3,140.80238,229.29903,266.5821,178.87695,169.8312,168.94925,234.71413,280.75742,273.15274,213.13405,182.19469,218.19403
layer_4,191.05716,226.61833,168.55519,209.27391,160.27518,193.3794,225.50185,148.82149,179.80208,191.88173,155.403,271.77594
layer_5,155.83804,151.83841,178.01035,191.12817,194.83093,152.8841,183.82367,153.33223,161.21066,160.86531,151.18523,158.44292
layer_6,218.12889,152.96515,165.37053,161.94812,189.63864,177.97426,156.16911,168.58633,180.3588,152.20038,154.03397,186.4058
layer_7,286.65262,151.3095,152.18858,164.29883,163.45753,164.38509,156.41634,151.03856,160.76291,164.85597,152.62978,151.78648
layer_8,158.50343,153.35265,157.4278,152.62233,153.2935,187.6429,172.68036,193.55359,153.94522,151.65845,167.07547,169.02408
layer_9,151.73297,151.92003,152.36159,191.85994,151.81859,153.917,152.70662,158.37752,201.07788,152.09477,159.81378,152.8906
layer_10,156.60597,155.23116,152.60876,153.50407,154.743,183.39381,153.40099,159.50124,156.42311,218.11702,155.15292,153.6428
layer_11,156.07742,154.86095,155.45721,154.64943,158.66264,171.54321,155.15399,159.2242,158.84326,154.17314,161.89078,161.78012
