,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,126,60,704,6,0,0,0,8,0,0,2,42,2,0,0,0,0,50,0,0,287,49,0,116,77,136,4,0,0,0,0,0
layer_1,1,44,0,8,24,89,78,47,0,0,0,3,13,7,0,6,107,1,83,0,7,0,1,1,89,0,2,0,0,0,7,0
layer_2,6,9,30,0,0,0,0,0,21,61,2,82,0,0,0,0,0,0,0,0,0,2,4,0,0,55,0,0,10,1,9,17
layer_3,0,0,2,9,24,50,2,10,1,0,14,33,0,7,3,38,62,20,23,1,0,0,1,0,15,22,34,0,58,0,1,6
layer_4,0,3,1,0,40,1,0,22,8,0,0,0,72,32,14,0,2,56,0,0,0,0,0,62,45,0,0,2,0,0,0,11
layer_5,1,0,21,42,5,0,5,0,2,0,1,0,24,131,24,6,97,16,30,2,15,0,10,3,0,9,0,0,0,18,3,3
layer_6,343,80,94,255,0,12,1,6,2,0,1,0,4,0,2,10,7,23,7,105,0,22,27,0,21,1,0,0,0,25,3,115
layer_7,53,9,9,0,59,0,6,4,0,0,0,0,0,2,11,20,289,75,1,0,0,3,0,2,2,2,4,1,0,0,1,79
layer_8,1,0,1,0,1,3,1,4,50,18,7,290,161,98,41,5,0,4,1,1,0,0,11,1,4,128,461,2,0,186,0,2
layer_9,26,3,0,20,101,65,2,50,0,0,0,77,0,259,43,76,0,0,4,19,15,0,0,108,0,3,229,0,149,57,33,61
layer_10,18,4,0,35,1,21,0,6,35,10,2,0,0,0,0,0,33,0,23,0,0,8,0,1,0,0,0,0,6,5,0,0
layer_11,0,1,0,0,1,0,0,0,7,57,0,150,0,1,2,0,1,68,1,7,0,1,0,3,0,1,1,1,1,3,14,10
layer_12,2,0,0,60,0,0,0,54,2,10,0,0,0,3,0,0,0,1,0,4,0,21,4,6,0,0,5,4,1,0,6,0
layer_13,0,0,0,0,29,0,0,0,1,14,0,12,0,0,0,3,0,0,0,0,0,0,0,1,14,0,5,14,0,0,18,0
layer_14,0,1,0,0,0,18,4,0,0,0,1,0,0,0,0,0,0,4,55,5,0,0,0,3,2,13,0,8,0,0,0,0
layer_15,8,2,0,14,0,0,3,0,5,0,4,0,0,0,33,0,0,0,1,0,0,0,0,0,65,0,40,0,0,0,0,0
