,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13.438473,10.572167,12.781161,2.7277408,16.168137,15.403124,5.8230944,4.3056126,7.1601443,16.787615,13.9235525,13.218991
layer_1,5.279461,3.41911,2.604839,6.535223,4.1394696,6.8949156,4.2448225,6.2677655,11.2821045,2.233641,4.3987703,13.42722
layer_2,10.298748,0.22926812,9.989879,2.8798554,2.1739657,4.170645,6.5801373,2.799129,4.46521,2.570899,6.97795,3.3165581
layer_3,4.2718077,5.94344,2.0033557,12.3778515,4.6833286,5.486655,1.904543,1.8443704,1.5778614,4.0466003,2.5630612,4.6704226
layer_4,13.659467,2.9332206,11.43198,4.734979,2.9366858,2.3983853,5.9989667,1.5398123,0.4008091,2.0651484,8.321678,0.8552288
layer_5,3.8778863,1.7773045,7.7272425,7.973157,3.667611,4.831492,1.152333,1.096455,6.07819,0.64207,1.4363877,6.2427344
layer_6,5.717707,5.1894054,1.7446662,2.5769117,3.744815,13.171809,5.7178473,0.89263445,0.8732331,0.96470577,1.3624878,2.6800778
layer_7,3.368682,1.2516496,4.801424,0.94910973,3.4294515,0.31405124,1.836257,1.1736983,6.3932123,7.5697374,5.0349307,1.0998833
layer_8,3.2452016,0.600794,11.652126,1.3176944,0.9630231,0.4784523,1.960572,3.0341108,6.7784505,2.9573805,2.2560806,6.29769
layer_9,2.1881132,1.7193742,1.6246765,2.4109623,1.551289,12.7489395,3.6107633,2.229628,1.2291579,0.9434892,3.0820735,5.2662563
layer_10,1.4737453,1.7463129,4.168865,0.5602719,1.7752216,9.530987,3.4602616,12.903309,5.9541693,3.7730267,0.98876464,2.987157
layer_11,5.33351,4.1067142,2.4162097,3.7297363,11.5641365,2.9877753,2.8921545,2.9698336,3.6964486,4.000424,7.414299,2.318714
