,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,2566.0,2302.0,1854.0,1283.0,726.0,674.0,345.0,577.0,444.0,471.0,489.0,346.0,689.0,332.0,579.0,378.0
layer_1,2722.0,2238.0,1764.0,1259.0,1375.0,820.0,960.0,424.0,516.0,576.0,608.0,705.0,546.0,545.0,637.0,501.0
layer_2,1843.0,1585.0,1453.0,1162.0,841.0,858.0,853.0,399.0,517.0,538.0,652.0,362.0,527.0,502.0,566.0,416.0
layer_3,954.0,1701.0,1012.0,1820.0,742.0,368.0,1003.0,345.0,693.0,552.0,752.0,717.0,539.0,285.0,499.0,351.0
layer_4,2394.0,1216.0,1054.0,663.0,883.0,759.0,356.0,478.0,385.0,392.0,397.0,480.0,356.0,433.0,339.0,999.0
layer_5,2002.0,1582.0,946.0,741.0,394.0,280.0,293.0,293.0,295.0,282.0,285.0,283.0,282.0,282.0,282.0,283.0
layer_6,957.0,1810.0,657.0,588.0,388.0,288.0,420.0,288.0,283.0,282.0,282.0,282.0,283.0,282.0,282.0,282.0
layer_7,2735.0,1317.0,1218.0,593.0,484.0,1362.0,384.0,282.0,343.0,282.0,285.0,282.0,282.0,282.0,282.0,284.0
layer_8,2697.0,1233.0,807.0,658.0,465.0,402.0,282.0,296.0,285.0,283.0,372.0,282.0,282.0,282.0,283.0,282.0
layer_9,2204.0,1036.0,566.0,543.0,353.0,428.0,284.0,284.0,283.0,282.0,282.0,282.0,283.0,283.0,282.0,282.0
layer_10,1455.0,1666.0,417.0,538.0,354.0,293.0,297.0,288.0,282.0,285.0,282.0,283.0,282.0,282.0,282.0,282.0
layer_11,2299.0,960.0,952.0,445.0,284.0,364.0,284.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
layer_12,1178.0,1543.0,507.0,495.0,479.0,334.0,286.0,332.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
layer_13,1576.0,1265.0,339.0,427.0,292.0,290.0,282.0,285.0,284.0,282.0,283.0,282.0,282.0,282.0,283.0,282.0
layer_14,911.0,1222.0,336.0,427.0,317.0,375.0,290.0,282.0,282.0,282.0,282.0,282.0,292.0,282.0,282.0,285.0
layer_15,1772.0,1663.0,355.0,393.0,292.0,283.0,408.0,282.0,283.0,282.0,294.0,282.0,282.0,294.0,282.0,282.0
layer_16,2024.0,1174.0,287.0,359.0,322.0,444.0,285.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
layer_17,2264.0,942.0,557.0,426.0,405.0,289.0,326.0,534.0,284.0,282.0,282.0,282.0,282.0,283.0,284.0,284.0
layer_18,1756.0,1352.0,537.0,552.0,400.0,339.0,288.0,288.0,307.0,285.0,283.0,287.0,282.0,282.0,291.0,282.0
layer_19,1730.0,667.0,760.0,313.0,285.0,530.0,658.0,285.0,282.0,283.0,283.0,289.0,307.0,282.0,284.0,283.0
layer_20,2294.0,959.0,664.0,305.0,330.0,622.0,477.0,322.0,286.0,282.0,314.0,284.0,332.0,282.0,282.0,282.0
layer_21,1776.0,2568.0,468.0,414.0,452.0,332.0,566.0,298.0,288.0,285.0,283.0,296.0,282.0,282.0,548.0,461.0
layer_22,1841.0,903.0,522.0,379.0,2072.0,359.0,524.0,583.0,285.0,316.0,284.0,289.0,842.0,283.0,340.0,282.0
layer_23,1177.0,890.0,1121.0,636.0,378.0,644.0,591.0,741.0,381.0,1357.0,498.0,516.0,303.0,399.0,361.0,321.0
