,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,4.9313006,2.985341,0.28138077,0.62789917,1.0924292,1.5175822,3.219186,3.6297152,5.1815863,8.239719,3.9159884,5.434735,2.8143487,3.7065303,2.2133443,0.70000535
layer_1,0.64292604,0.07671897,0.15117447,0.419743,0.0111083565,0.2729108,1.1356952,0.2092851,0.2302715,0.40972996,2.0411584,2.4954433,0.023875846,0.032026954,0.37183803,0.04631104
layer_2,0.10002485,0.09810308,0.28533104,0.15042627,0.44834805,0.4385226,0.24928956,0.021843875,0.03991827,0.09662843,0.02345553,0.21157423,0.19365111,0.15173623,0.4658137,0.11392738
layer_3,0.17941678,0.80155325,3.143299,1.0516737,2.853404,1.8505158,1.59592,2.0141623,0.027665997,0.32747692,0.16245086,1.1162767,0.078771725,0.29228103,0.65618104,0.2517969
layer_4,3.6008294,0.14003108,0.62317497,0.2790794,2.460982,4.9239445,2.325513,1.8092985,0.7444349,0.53066534,4.80528,4.3125525,0.114226624,0.6108238,0.737002,1.3643348
layer_5,1.0221552,1.1502408,0.43851054,1.241963,0.7784209,1.1440175,2.5375528,0.10011433,0.6153507,1.88872,0.89922005,0.6528405,0.6835543,0.18489453,1.1163152,2.2101808
layer_6,0.9637519,1.9547188,1.9202543,3.2146592,0.8343993,1.6721948,2.6058555,1.5438771,4.359744,0.3376291,2.1708627,3.4698389,1.429919,0.17714883,0.53117603,0.81131804
layer_7,0.016357545,0.110456,1.26099,2.5954487,0.8898471,0.35829812,0.20646934,3.5618412,1.4255818,0.3171037,0.0925729,0.0011815234,0.12127866,2.1136444,2.1925907,1.4829342
layer_8,1.7427335,0.46699744,1.3480731,0.9761087,2.7703722,0.85314244,0.4927558,2.1395614,2.729849,0.3189731,2.826557,1.0169367,1.9046828,0.35857612,1.6058993,1.8722056
layer_9,3.8333962,2.1038413,1.2179984,0.018623384,2.9362345,0.08175615,2.5930696,1.1354725,1.5410193,1.3765684,0.5047324,2.3114507,1.7449515,2.4199026,1.2752526,0.6215877
layer_10,0.13066636,0.17794807,2.7469773,1.8230457,0.87508106,3.3210645,3.1791933,3.2538862,1.1658772,0.30766615,0.89522886,1.6445733,3.0510013,0.33126843,0.96574265,1.5943714
layer_11,0.25593382,2.328387,0.7027834,1.3478075,1.1165776,0.21387118,1.1487947,1.4904686,1.760539,2.4898162,2.402149,0.9576045,0.30998212,1.8855973,2.5819902,2.4597802
layer_12,1.3765919,0.9743048,2.7906568,4.0423617,0.9355166,1.9588884,3.6264188,0.04221201,0.4664596,3.4209929,0.17881344,1.0367348,2.8801148,1.0503613,1.3467846,1.7385587
layer_13,2.2117274,2.0716388,3.1802852,0.71240634,0.011024776,0.6296847,0.01177826,0.0012626902,2.4093792,0.5842207,2.3929904,1.7682358,1.962885,2.6319795,3.6504595,1.5956167
