,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,18,37,27,23,49,42,11,16,12,0,18,20
layer_1,7,23,0,5,0,7,23,26,23,23,13,20
layer_2,29,4,0,13,17,10,23,0,23,22,23,3
layer_3,12,0,17,3,18,5,8,7,33,14,3,22
layer_4,19,1,0,1,1,18,9,3,14,4,3,9
layer_5,12,2,5,0,4,40,7,2,4,41,1,15
layer_6,4,5,4,2,44,13,7,1,12,2,5,2
layer_7,45,20,34,21,26,9,43,16,6,7,5,9
layer_8,41,11,49,18,5,40,2,21,21,44,14,47
layer_9,28,11,2,0,19,26,13,8,6,10,3,4
layer_10,1,7,13,11,17,39,16,15,12,12,5,20
layer_11,9,10,8,6,6,5,7,6,5,8,13,9
