,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,6,2078,1,0,2,0,11,6,1,6,0,0,0,0,0,249,0,24,74,607,3,0,0,0
layer_1,0,202,0,2,96,64,0,0,0,0,0,0,7,0,29,0,0,0,0,1,0,0,6,0
layer_2,1,1,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,7,0,1,1,0,1
layer_3,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1
layer_4,0,0,0,6,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0,0,0,0,2
layer_5,0,11,23,0,0,0,0,0,1,21,1,0,2,18,0,0,0,0,0,3,0,1,46,2
layer_6,0,0,0,0,0,2,19,407,65,12,0,0,210,3,8,1,0,0,0,0,0,0,0,10
layer_7,13,23,0,0,0,0,1,16,5,33,0,0,3,113,0,0,0,0,0,0,0,1,0,2
layer_8,0,1,0,4,0,28,0,0,0,1,2,11,0,1,0,30,0,0,1,0,0,5,4,1
layer_9,0,10,13,0,0,0,88,288,30,0,0,0,19,0,12,0,7,0,0,0,0,0,6,0
layer_10,57,1,1,0,0,0,1,1,0,0,0,0,836,88,257,0,1,1,4,1,3,0,0,0
layer_11,7,1,1,2,0,1,0,0,1,1,0,9,1,161,74,0,7,0,11,18,3,2,20,0
layer_12,0,3,2,0,0,1,12,1,0,2,0,0,2,0,2,0,1,109,1,0,0,0,0,58
layer_13,1,1,2,0,1,0,1399,7,206,5,3,10,0,0,0,0,0,0,3,18,1,0,0,0
layer_14,89,0,0,126,33,307,94,8,3,28,0,1,0,0,0,2,0,9,0,3,2,0,0,92
layer_15,0,0,16,173,8,0,0,0,221,2,29,0,0,0,11,10,0,2,0,0,0,4,1,10
layer_16,1,3,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,1,17,0,0,2,0
layer_17,0,0,0,0,0,1,60,6,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
layer_18,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,22,0,0
layer_19,0,5,0,33,1,14,2,34,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,1,0,9,1,0,12,18
layer_21,18,0,3,3,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,15,1
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,0,9,13,0,0,0,0,0,8
layer_23,0,0,3,0,0,7,0,0,0,0,0,0,0,0,7,0,6,2,0,0,4,0,0,1
layer_24,0,0,0,0,0,0,8,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,8,0
layer_25,9,1,0,5,0,0,21,0,5,0,0,5,0,0,0,0,1,0,21,0,3,0,0,5
layer_26,0,9,5,1,1,1,0,12,0,0,0,0,3,6,2,0,0,15,0,3,10,0,0,0
layer_27,5,0,0,0,11,20,0,0,5,4,0,0,0,3,0,0,0,0,17,10,0,19,0,0
