,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,9.722277,16.14396,11.415787,9.815359,6.085088,6.5548086,8.429916,8.266482,8.089983,9.472853,6.6883965,8.385592,10.282395,8.944159,8.752352,7.1966114,8.386691,7.0615716,5.660054,13.036215,10.4732065,7.8720913,6.212717,20.941772,7.8641505,7.5212383,7.6694913,19.325317,4.441326,5.907592,10.595024,13.86873,7.6974297,9.635766,7.6415944,9.745702,10.180405,7.289235,10.683215,10.040736,7.2077866,10.31698,18.037703,6.2912626,9.07134,9.940166,7.2906175,6.3166604,13.691357,10.253603,8.976268,8.431698,12.088911,12.422456,10.412327,14.48175,8.80926,11.99205,8.842241,8.3783455,8.098634,8.457295,10.7927,9.08989,8.546155,10.524569,10.765183,8.31569,8.034209,8.001554,8.52808
layer_1,8.398375,5.413233,3.6737533,5.837598,8.0416155,7.939458,9.462667,9.628762,7.3629913,16.53102,7.096459,5.849347,9.131289,4.7985983,8.914329,5.6180816,7.135402,6.50158,7.0497727,4.239795,8.845838,6.4749265,12.906524,9.340725,8.029807,11.343199,6.4933763,10.101091,14.06633,7.983732,6.762927,7.660262,13.916839,6.1660075,24.4653,6.0264,12.450984,10.727063,7.7999935,8.490166,6.7434754,6.694886,5.275583,11.966788,7.802361,4.886352,5.1371284,4.5161295,10.639529,6.0215325,10.918437,7.1902866,5.546106,6.8709245,4.935309,7.681458,5.0175467,7.094988,6.188903,7.5415983,2.4537966,8.821853,4.784904,6.776415,7.601889,7.2788906,9.923717,5.0954485,15.248385,8.489849,10.934792
layer_2,4.0540795,15.426507,8.729979,12.4436655,16.296995,12.175739,3.4319725,10.689756,6.793925,3.8747458,17.719912,4.6189938,10.865256,5.5602684,10.725464,4.1520076,13.553671,5.8919134,6.3333755,11.95823,12.382488,10.514444,3.605549,10.424184,9.849274,10.679104,8.996572,16.45815,4.3580146,1.1203996,2.725568,4.56742,5.5375977,5.271234,5.1789355,8.718898,6.9906454,4.8494506,16.280722,5.5244856,21.535032,4.250512,4.5272613,3.2834675,6.958829,15.2986555,6.2857795,4.4095044,3.6162655,3.9726152,9.052315,13.212549,26.075556,4.1468763,4.640517,6.2076087,3.1500607,5.11627,4.202966,4.855777,5.955964,10.228169,5.8151784,7.3456473,3.6614516,6.398753,6.768832,0.5724539,8.183917,7.2080917,5.968062
layer_3,1.7183564,2.0539148,1.5272614,6.600689,4.822939,16.1685,2.3235638,2.2111866,2.1453593,19.522203,5.2217045,3.5642896,4.4866905,3.6299202,22.213232,2.4960318,4.4051456,0.7493224,1.7031775,2.6989167,3.3671298,4.252564,2.2165308,3.4996557,7.0782146,5.395677,10.974641,9.182571,3.3668044,3.7912412,5.876588,5.1390896,2.22348,8.347256,2.3557763,4.0891304,5.727264,1.01773,23.60795,2.7565625,5.095284,2.27371,4.8047495,8.373489,2.0300972,1.8326318,1.1384115,0.6146132,5.924032,2.8717406,4.776959,10.475544,2.7148473,7.4952035,3.7819154,2.2075043,6.446946,4.82931,2.2092054,2.323085,18.409384,5.251236,5.035745,1.9584787,1.5587496,2.6201835,5.673344,4.307226,19.007376,6.269937,2.0288706
layer_4,1.3716271,6.8846073,1.5668997,5.169249,4.085598,0.037207793,4.7414045,15.044552,1.0383453,0.31195927,0.7767743,2.631843,0.5717138,2.396386,0.05883408,1.24706,3.1867633,2.1945443,0.35138017,0.64016134,0.16994993,0.26013315,1.2979103,1.3633907,0.22600351,0.6392098,0.7368032,7.433443,0.5601889,0.8882712,13.234873,0.40563306,0.7438993,0.031422473,0.8142073,0.9924724,2.124662,0.2219041,0.30922097,0.79515994,0.19941469,2.1153982,0.9867879,7.951274,1.1882889,6.7753563,3.2383757,1.2256893,0.5793151,0.78793377,2.9301484,0.63877374,1.1150119,0.07674733,8.885951,0.10452592,0.6270063,1.3414859,0.16741441,0.33604068,2.1484556,0.35254475,0.6523115,0.17537269,3.5195568,0.4411838,6.007746,0.89177775,0.52461886,0.3139675,4.0519247
layer_5,0.10674695,0.026021216,0.024168031,0.0022772967,1.051685,0.01247569,0.15929393,0.0015263364,0.34419867,0.0970815,0.023793183,0.0009680688,0.41587743,0.02174602,0.0029583976,0.48587498,0.0009903839,1.4384983,0.06187962,0.47144347,20.429861,0.05624753,2.0481036,2.0159147,0.16751264,0.91952235,0.0243527,0.57238287,0.15359889,3.181201,1.5948808,2.2803526,0.74148583,0.028228465,6.2036,2.8447704,1.2731304,4.932281,1.7326674,0.004130212,0.005280715,0.12951808,0.14536618,0.0027145043,0.0017644915,0.15343066,0.006262724,0.265082,0.31016648,0.0034862459,0.38174802,12.319477,0.02363464,2.0534127,1.4543698,0.22638151,0.15986392,10.203439,0.4590994,0.013648866,1.4282539,0.122273326,0.27914196,0.0050223824,0.005172802,0.11767421,0.021537242,0.19456057,0.94421464,0.019764097,0.0038734833
layer_6,1.291518,0.47277963,0.31603256,0.75627613,0.8722874,6.0774283,8.730918,2.1932983,2.1831331,0.64410084,7.4863033,3.1342926,0.64186066,0.4076747,0.55451816,0.5695858,1.4599584,1.1956816,1.251993,2.998794,3.1723716,0.1602951,3.5375133,1.8146062,3.565957,3.1247153,4.2602863,0.4079031,1.4989465,0.4107331,3.2059667,0.7389894,3.232266,1.9407011,1.6840414,5.325786,1.5977306,1.8352646,2.803682,1.2514205,8.106983,0.5957154,0.2829573,1.2548654,0.21836251,9.932526,0.23790954,3.599295,15.180326,2.80707,5.3781624,0.20125055,4.2843423,1.4858868,12.766787,2.6799161,2.2534506,1.9192411,1.295216,5.7782803,0.74744433,6.7749095,0.056615703,0.8777471,0.9637082,0.26973706,0.23468283,0.7841382,0.89444405,1.2288735,2.682251
layer_7,0.18639453,4.20261,4.317106,1.2990494,0.74868166,0.011402268,0.23181453,0.06454327,0.037023865,0.8624384,0.6410775,2.7059603,0.17048922,5.3119397,14.123038,1.3418605,0.0426815,1.4592471,0.4273805,0.7882066,0.56589645,1.6428683,0.073309496,0.31299627,0.0015261046,0.07490746,0.034727525,0.03643219,1.5451708,1.5941442,0.00556509,0.21571094,0.026201207,1.3028241,0.061835784,0.06253898,3.977997,0.15216772,2.7339373,0.0032945275,0.033793367,1.5667413,0.09396796,5.338431,1.0866203,16.763155,2.3332312,13.627804,0.25696316,0.023359964,0.54907674,11.911304,1.4837291,1.2916188,0.11974166,1.6024117,0.34095505,3.8551052,0.0024421348,0.22757009,5.292149,0.37593204,0.57268786,5.021876,6.5527816,0.25055254,0.19940902,0.0001589588,0.026216893,0.93030345,0.070302196
layer_8,5.1699295,1.7188134,3.3029823,0.24594161,3.1143975,1.776415,4.181556,13.008584,1.7725598,0.7619634,2.173871,1.6961386,2.8310895,1.0527852,2.9344616,0.4150816,0.5216544,12.434098,0.6584933,0.6822017,3.3894343,0.775845,0.72964466,1.5730188,1.7664253,1.5260476,3.7076285,9.342329,7.3188634,3.8699112,5.225883,3.670908,1.5241222,2.4367456,4.512319,5.2303452,7.7494874,19.415266,0.14400172,6.1307316,2.6548877,0.5989363,0.7467818,1.8724558,3.8202257,0.7129712,2.9694204,2.4619277,3.433442,3.7191365,1.9756848,3.8094985,2.0467198,3.327535,0.37067667,17.32496,1.2325236,0.27740622,13.657432,1.9726299,3.0370584,0.60987073,4.109501,1.229845,0.37231523,1.5440476,6.356446,1.8431023,0.90380377,1.2468888,0.50551045
layer_9,7.2086844,0.18420103,1.0428747,0.85606366,0.5870852,1.384925,0.9337529,0.3257175,1.2385436,0.5773855,0.6332476,1.5629795,0.06864147,0.12711874,0.013422247,2.8429756,2.520553,0.22840358,0.6512829,2.7935185,0.16238448,0.551767,0.03304141,12.147586,2.1791744,0.6087529,3.4014833,1.3591907,0.8042553,0.19431591,4.293703,0.42797205,0.18326709,1.3562034,0.32190144,0.24433264,0.55042505,0.20853254,0.4159897,0.68458736,5.0406613,0.28978607,0.3542083,0.096095115,0.9937809,0.47013405,0.30854133,3.7853637,0.28089723,1.864459,3.2133946,0.59527355,0.8752297,0.15438938,5.1134434,8.552964,0.2123844,0.25243667,1.1455624,0.11224884,0.08849195,2.7491112,1.6348428,0.09024977,5.020171,0.750723,0.13516648,0.105679095,0.07613992,0.03606009,4.577844
