,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,93,0,72,28,98,0,179,417,73,64,19,37
layer_1,430,107,68,22,32,46,67,41,22,22,71,9
layer_2,169,25,472,302,302,148,22,67,183,586,53,22
layer_3,22,23,234,150,22,22,526,440,47,37,22,520
layer_4,31,58,22,184,25,381,27,37,22,39,22,609
layer_5,22,22,96,28,32,22,61,35,22,22,37,22
layer_6,140,23,22,22,24,22,22,40,244,22,22,64
layer_7,297,22,22,24,28,23,22,22,37,22,22,22
layer_8,22,22,22,22,43,31,22,186,24,22,22,22
layer_9,22,22,22,69,22,22,22,22,23,22,111,22
layer_10,22,22,22,23,22,47,22,23,22,83,22,31
layer_11,36,22,22,24,22,22,22,22,95,22,28,32
