,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,25.551838,24.48096,21.219046,25.263065,22.811409,20.419436,32.923355,20.69669,17.289434,22.337984,9.077347,28.784286,14.113944,28.286673,8.985689,20.549904
layer_1,9.422656,24.934126,15.226389,15.9747925,8.24076,8.453664,8.93448,25.930773,18.21983,15.639146,15.238338,13.11906,15.900159,18.611618,14.321181,12.636385
layer_2,17.772049,28.854809,14.386146,9.521066,12.241362,7.645366,5.8676496,30.025703,12.477152,5.5289345,10.829954,15.381005,15.277928,8.863722,7.165631,10.827174
layer_3,29.487135,18.03637,17.792715,11.102989,15.861626,25.803143,21.1582,15.571544,14.090923,3.7593708,11.258642,8.466821,12.193288,15.882812,7.549686,6.04688
layer_4,36.190163,35.879322,14.642811,10.757731,49.151222,22.02157,23.813862,16.332949,16.160408,6.0620084,17.498938,6.119372,11.799532,9.888974,13.163509,10.538908
layer_5,22.420708,30.899916,25.126215,14.49729,20.058628,23.646976,24.0354,16.337015,19.50059,23.956257,20.587538,19.039799,19.896046,17.049467,16.268423,14.7364855
layer_6,59.19559,33.137917,11.156583,37.153057,18.271418,16.880995,39.250916,30.547659,17.974703,21.987041,14.886158,16.478466,15.256984,13.850508,15.763992,14.9559355
layer_7,36.017544,37.210663,8.416443,31.09761,15.139932,32.75528,18.068045,37.122845,14.444719,19.450232,19.726025,14.092902,17.238976,16.42835,14.691392,15.544096
layer_8,35.99826,24.58653,36.018257,24.34694,18.338442,45.554,19.293034,25.185217,19.161127,20.116661,16.462465,14.770285,15.860819,15.037907,14.894795,14.602259
layer_9,35.957645,35.74122,19.81885,18.209574,23.860233,23.184998,22.602327,21.01639,18.204666,15.637658,16.782682,16.48347,15.618003,14.880532,14.575371,15.274737
layer_10,53.465282,21.249157,18.389814,75.41131,18.607864,23.084984,40.292366,22.602354,16.48261,15.7909565,14.630715,21.102865,14.6316185,14.54145,15.198537,14.5617485
layer_11,16.898464,33.55931,27.24407,17.274778,18.507675,33.852264,18.966408,19.853214,27.452227,16.791836,16.84365,14.545639,14.706417,14.831839,14.826689,14.7450905
layer_12,43.90023,26.7692,18.428015,21.806335,18.333597,28.839102,30.601877,18.870289,19.748587,20.13438,15.212005,16.631573,16.26551,14.565344,14.585843,18.646835
layer_13,16.182438,42.031673,33.917366,17.130987,22.091833,18.484617,16.199734,18.370266,27.314394,17.822136,24.462065,18.508728,17.471336,14.7455015,15.236435,15.373723
layer_14,40.044865,20.603514,16.160812,27.201168,22.97517,23.491941,20.217615,15.104577,28.309805,20.003853,15.356549,14.865737,19.799149,14.801614,17.344322,16.302681
layer_15,17.36552,43.281666,36.488297,19.582796,21.208536,16.375427,26.585056,17.980255,24.245953,20.914093,15.340805,14.63773,14.879877,16.48371,17.225918,18.194668
layer_16,41.035027,18.510752,15.474373,17.25161,16.82576,34.947906,17.556726,15.099233,17.780346,14.982172,14.830334,15.154518,16.529337,19.313208,14.909561,15.518892
layer_17,11.8571415,48.21863,18.698067,20.566921,18.868631,19.166828,17.716429,16.76063,15.335695,20.11316,18.307665,14.627623,14.71538,14.517056,14.573798,16.903261
layer_18,26.296864,17.691092,14.751607,20.492004,17.226341,16.86073,14.831245,15.116352,20.388838,15.199626,14.923473,14.477709,14.66341,14.845791,19.519173,14.562457
layer_19,15.741099,25.2856,16.026867,23.631628,18.026594,28.685732,20.249147,18.073118,13.938362,16.672655,14.377113,15.229823,15.755175,14.7790365,15.162163,16.372494
layer_20,22.20546,23.947525,22.535217,16.96038,17.428581,23.266203,17.022984,19.86153,16.94817,14.802306,14.622923,14.666419,14.799161,14.574427,14.845488,13.856382
layer_21,17.107058,24.7127,19.020416,23.844393,15.334409,19.335442,20.191944,16.63772,16.721464,15.907549,14.4083805,14.7737055,14.616681,14.820371,13.150279,13.409213
layer_22,18.544249,24.133755,30.500978,18.285591,13.534003,21.698639,24.729107,19.477821,15.096087,16.21026,15.359553,15.2945,9.647747,15.438917,14.592327,15.431543
layer_23,34.196262,27.167639,23.649818,34.40219,19.543846,30.942673,11.461342,18.28584,18.40476,15.298371,16.877085,16.178228,16.380114,20.522581,18.366076,18.438204
