,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,6.8781433,7.6271353,7.584725,9.718368,11.306678,10.25942,16.994154,11.443553,8.450396,10.258383,5.668201,15.025195,10.280097,13.135367,10.762729,11.842967
layer_1,3.1010873,9.351507,5.9787316,8.325013,4.1389647,3.1498451,4.0625978,19.535297,9.342653,8.930609,9.365515,8.86771,10.06313,10.688814,6.5312734,11.847937
layer_2,4.251824,10.752184,6.4811335,3.7348287,5.2973123,1.7806146,9.818922,9.250265,11.689081,5.271745,10.354915,12.43285,7.2694674,7.4583673,7.5753407,8.583383
layer_3,5.7620316,8.208784,9.95267,4.534402,16.617386,15.571814,4.5876436,7.2102637,9.536967,8.657163,7.123779,6.4859753,11.45141,8.632927,10.788163,5.5491433
layer_4,3.4586837,13.385007,7.9120836,7.436955,6.7244973,6.5031786,19.021595,7.123043,9.741171,8.443954,6.2641892,6.593888,7.395109,10.854034,11.723763,13.670973
layer_5,6.0330305,6.840662,13.5449095,5.3795276,6.775845,5.7851152,21.929785,6.700685,12.431237,5.255624,9.927749,6.389538,6.4961324,6.3067646,6.1879263,8.087471
layer_6,12.705264,9.450999,5.455425,5.23779,5.5334954,12.029392,14.622851,7.3901453,9.00645,8.403792,6.6234946,5.7046905,5.473326,5.663305,6.5926595,5.045477
layer_7,3.4939926,7.2994843,8.958861,20.50458,5.386539,5.954043,4.403131,7.152849,8.48331,5.296922,4.84365,4.4446974,6.280501,6.679815,5.358506,7.9253397
layer_8,3.6388154,4.967499,9.75137,7.121694,5.7134547,3.7207232,7.7383733,7.011754,8.41077,5.870683,7.9044824,5.139425,5.687375,5.4699125,5.052072,4.9880958
layer_9,5.815315,18.715199,4.1780863,6.0060534,8.26587,7.8960295,4.9676113,11.707793,6.2747784,6.0421968,5.709822,5.456805,4.638611,5.1440234,4.986706,5.022625
layer_10,13.079427,9.041479,6.732052,7.7962093,6.7753854,17.293913,3.5488975,7.355045,5.2648644,6.6732254,5.1148868,5.332184,5.0481486,5.0064445,5.1071696,4.996267
layer_11,6.612465,11.775629,6.2466826,19.474068,8.083121,6.1881394,5.1040945,8.75592,5.667523,5.069981,5.470797,4.995142,4.8432612,5.138358,5.09991,4.995654
layer_12,8.396942,6.570135,7.1614976,6.768804,8.755629,24.548471,5.9897346,16.150967,5.8398643,5.7773023,5.064275,4.7054954,5.9553914,5.4886847,5.0313797,5.481551
layer_13,7.2478185,19.559555,7.778621,9.295802,7.054078,7.5510902,6.4721375,6.519256,8.457884,7.3616424,5.374912,6.844341,5.286941,4.9966307,5.842687,5.9391475
layer_14,8.26296,5.6529827,9.36435,24.96513,5.636603,10.833068,6.8366804,6.0236506,5.386397,5.2977905,5.2412233,5.022999,10.252104,5.01171,5.498974,5.4276223
layer_15,5.3449693,9.915758,6.986456,9.811985,13.868153,5.1243854,16.351454,5.4725223,6.7330503,5.434926,8.998865,5.221483,5.0444865,6.5467105,5.524473,5.543912
layer_16,8.822717,8.428617,6.7300777,4.9132414,5.9616194,14.564735,5.4290724,6.213861,6.642235,5.406834,5.015054,5.990013,5.159554,4.88821,5.3954735,5.2985663
layer_17,2.3718722,9.869484,16.222027,5.8785815,5.1826253,5.8324323,6.9392223,14.567156,5.943317,5.047605,5.615934,5.2135887,5.014199,5.555083,5.099321,5.2616854
layer_18,7.061567,4.8737626,6.104489,12.987494,5.4757705,5.3619895,5.419331,7.111912,6.2153163,5.260511,5.0711584,5.184868,5.0815525,5.0437765,6.631554,5.210639
layer_19,2.8577814,5.4590993,8.1998005,4.1090064,5.5014873,13.734404,8.91733,6.884871,5.1333537,5.3701744,5.1990614,6.7034755,6.9485292,5.075242,8.36737,7.4819307
layer_20,6.028782,9.274289,11.270478,8.166912,6.3654456,6.494255,13.557946,5.2681127,5.059681,5.192662,7.5695534,5.1830077,5.195463,5.1976905,5.205984,5.140807
layer_21,1.0280317,5.097041,9.120712,4.77771,6.18497,10.051073,6.3594074,5.695014,5.526843,5.417843,5.4593797,5.5065327,5.2555017,5.2258577,6.008792,7.306513
layer_22,4.9708548,7.6064534,20.582907,6.682604,8.349674,6.787693,6.3930974,13.027188,6.412772,7.3701253,5.67484,5.755453,7.108094,5.600224,6.6428194,10.306777
layer_23,6.14679,7.8982105,8.094921,15.258464,10.900793,14.452859,12.362272,10.36037,8.69513,12.448094,10.753842,11.198327,8.506001,12.0173025,10.427841,10.599096
